id,nome,pais_original,pais_corrigido,nearest_cc,nearest_city,latitude,longitude,dist_km,hotel_count,status,nota
19565,Koroni,GR,BF,BF,Nouna,13.311343,-3.928605,65.1,27,Revisar (distância alta),
19591,Diving the Hen and Chicken Islands,NZ,US,US,Saranac Lake,43.84451,-74.66239,68.6,10,Revisar (distância alta),
19825,Lummi Island,CA,US,US,Bellingham,48.694572,-122.66998,15.2,2,Revisar (distância alta),
19902,Blakely Island,BR,ES,ES,Arona,28.05203,-16.71774,6.4,2,OK,
19905,Lake Tai,AU,TH,TH,Hat Yai,6.973029,100.436066,6.0,2,OK,
19908,Blake Island,BR,US,US,Manchester,47.537434,-122.49303,4.4,4,OK,
20076,Sami culture,RU,DZ,DZ,Bir el Djir,35.696297,-0.575305,3.8,20,OK,
20089,Storlien,DE,NO,NO,Verdal,63.316605,12.100724,61.2,27,Revisar (distância alta),
20145,Swedish Classic Circuit,SE,DE,DE,Isernhagen Farster Bauerschaft,52.52413,9.756553,8.3,27,OK,
20164,Fichtelgebirge,CZ,DE,DE,Wunsiedel,49.97592,11.977594,7.3,3,OK,
20175,Olympic Games,GR,DE,DE,Eppingen,49.103832,8.857037,5.4,7,OK,
20205,Benson (Arizona),MX,US,US,Vail,31.967989,-110.294334,40.4,34,Revisar (distância alta),
20207,Mazeri,RU,IN,IN,Birvādi,18.124725,73.596596,9.7,3,OK,
20220,Lordsburg,MX,ES,ES,Calp,38.6783,0.08935,5.4,11,OK,
20290,Biesbosch National Park,NL,FR,FR,Rethel,49.56906,4.357,6.6,12,OK,
20415,New Quay,GB,US,US,Ocean Pines,38.41553,-75.05652,8.9,3,OK,
20490,DMZ (Korea),JP,GR,GR,Rethymno,35.36973,24.54263,5.5,23,OK,
20516,Puerto Rio Tranquilo,AR,AR,CL,Coyhaique,-46.623924,-72.676285,125.7,7,Revisar (distância alta),Argentina
20547,Minca,CO,HR,HR,Makarska,43.19491,17.1394,15.0,13,Revisar (distância alta),
20603,Lemmenjoki National Park,NO,FI,FI,Kittilä,68.58333,25.66667,107.0,12,Corrigido,Finlândia
20651,Vardzia,TR,GE,GE,Akhalkalaki,41.38092,43.283337,17.1,12,Revisar (distância alta),
20654,Sammanthurai,PT,LK,LK,Kalmunai,7.370331,81.81247,5.0,16,OK,
20674,Luoding,CN,ES,ES,Teulada,38.67878,0.09787,5.7,3,OK,
20751,Baengnyeong Island,KR,KP,KP,Changyŏn,37.938976,124.70337,48.8,30,Revisar (distância alta),
20775,Punta Gallinas,BR,CO,CO,Uribia,12.458525,-71.668495,105.1,5,Corrigido,
20806,Ko Poda,TH,BA,BA,Stolac,43.057983,17.890474,6.3,3,OK,
20838,Persian Empire,IN,US,US,Hughson,37.63826,-120.90215,5.6,18,OK,
20897,Storuman,RU,SE,SE,Lycksele,65.09508,17.117971,92.2,6,Revisar (distância alta),
21032,Aconcagua,AR,CL,CL,San Esteban,-32.65315,-70.01196,55.6,7,Revisar (distância alta),
21046,Brielle (Netherlands),ES,NL,NL,Rozenburg,51.90166,4.162629,5.9,14,OK,
21057,Semenic-Caraș Gorge National Park,RO,IT,IT,Montevarchi,43.44217,11.53255,9.8,33,OK,
21201,Käsivarsi Wilderness Area,NO,IT,IT,Solaro,44.83141,9.41722,20.0,33,Revisar (distância alta),
21326,Mapungubwe National Park,ZA,ZW,ZW,Beitbridge,-22.24078,29.48048,53.5,6,Revisar (distância alta),
21353,Eretria,IT,ER,ER,Ak’ordat,15.950032,37.999966,46.4,10,Revisar (distância alta),
21375,Bamfield,AU,CA,CA,Port Alberni,48.833084,-125.14114,51.7,12,Revisar (distância alta),
21399,Padasjoki,FI,IT,IT,Quartu Sant'Elena,39.25546,9.57326,28.0,12,Revisar (distância alta),
21452,Oecussi,PT,TL,TL,Pante Makasar,-9.334919,124.25107,20.9,2,Revisar (distância alta),
21455,Breaking Bad Tour,MX,FR,FR,Vineuil,47.54007,1.50525,10.8,12,OK,
21479,Peillon,FR,ES,ES,Calp,38.6783,0.08935,5.4,6,OK,
21505,Amrum,DK,DE,DE,Westerland,54.68058,8.33043,25.3,11,Revisar (distância alta),
21522,Old West,FR,IT,IT,San Prisco,41.13871,14.313234,6.6,35,OK,
21528,Farook College Township,IN,US,US,Cedar Rapids,41.88836,-91.63552,13.4,26,OK,
21548,Bakel,SN,ES,ES,Arona,28.05203,-16.71774,6.4,15,OK,
21553,Nordic history,NO,SE,SE,Mora,60.98312,14.73651,10.8,20,OK,
21557,War of 1812,US,CA,CA,Eastern Charlotte,44.65221,-66.8393,50.2,17,Revisar (distância alta),
21597,Indigenous cultures of South America,PT,BR,BR,Tangará da Serra,-14.60485,-57.65625,18.4,11,Revisar (distância alta),
21601,Mettlach,FR,DE,DE,Merzig,49.490387,6.59418,6.1,12,OK,
21621,Assassin's Creed Tour,IT,FR,FR,Vineuil,47.54007,1.50525,10.8,41,OK,
21624,Motorcities Tour,CA,FR,FR,Vineuil,47.54007,1.50525,10.8,9,OK,
21628,Mughal Empire,IN,US,US,Hughson,37.63826,-120.90215,5.6,9,OK,
21666,Cavendish (Victoria),AU,US,US,Claremont,43.38202,-72.60815,21.1,6,Revisar (distância alta),
21699,Machias Seal Island,BR,CA,CA,Eastern Charlotte,44.502304,-67.1018,71.1,5,Revisar (distância alta),
21724,Ancient Egypt,EG,SG,SG,Telok Blangah,1.253673,103.82284,2.6,39,OK,
21727,Surfing,PE,VN,VN,Mui Ne,10.950278,108.254456,3.7,28,OK,
21755,Austro-Hungarian Empire,IT,US,US,Hughson,37.63826,-120.90215,5.6,40,OK,
21756,Ottoman Empire,GR,US,US,Hughson,37.63826,-120.90215,5.6,40,OK,
21790,Industrial Britain,GB,US,US,New Britain,41.663143,-72.75435,2.1,32,OK,
21814,Astrid Lindgren tourism,SE,DE,DE,Bremen,53.099888,8.822442,2.9,20,OK,
21835,E6 through Sweden and Norway,RU,NO,NO,Røros,62.0,10.0,95.9,30,Revisar (distância alta),
21863,Cedar Crest,MX,US,US,North Valley,35.10755,-106.37343,23.9,9,Revisar (distância alta),
21933,Juist,DE,NL,NL,Musselkanaal,52.944424,6.991317,2.1,24,OK,
22032,Riva del Garda,AT,IT,IT,Valle Aurina - Ahrntal,46.9953,12.189409,15.9,22,Revisar (distância alta),
22081,Veria,GR,NL,NL,Arnemuiden,51.547516,3.666088,5.1,22,OK,
22096,Mullumbimby,JP,AU,AU,Ocean Shores,-28.548334,153.50111,5.6,11,OK,
22139,Union Island,VC,GD,GD,Hillsborough,12.597242,-61.433537,12.9,3,OK,
22162,Chipilo,IT,ES,ES,Calp,38.6783,0.08935,5.4,4,OK,
22163,Labyrinths,EG,US,US,Calistoga,38.650368,-122.58181,8.0,6,OK,
22168,Sankt Ulrich,AT,FR,FR,Altkirch,47.595215,7.118228,9.6,10,OK,
22213,Philippi,GR,US,US,Grafton,39.152348,-80.03949,21.0,17,Revisar (distância alta),
22217,Hindeloopen,DE,NL,NL,Bolsward,52.94262,5.400482,16.2,17,Revisar (distância alta),
22242,Oldambt,DE,NL,NL,Winschoten,53.22234,7.068983,9.0,26,OK,
22254,Veenkoloniën,NL,FR,FR,Yzeure,46.6224,3.48446,11.7,20,OK,
22269,Westerwolde,DE,NL,NL,Musselkanaal,52.999466,7.140459,11.2,23,OK,
22273,Hogeland,NL,US,US,Havre,48.85424,-108.65713,82.6,27,Revisar (distância alta),
22292,Prespa (North Macedonia),GR,MK,MK,Resen,40.885864,21.035168,22.8,40,Revisar (distância alta),
22357,Aviation history,FR,US,US,Tallahassee,30.394962,-84.34503,7.8,42,OK,
22435,Kysuce,PL,SK,SK,Bytča,49.310364,18.414398,14.2,6,OK,
22441,City of Hawkesbury,AU,GB,GB,Bristol,51.489357,-2.588691,3.8,14,OK,
22442,Byzantine Empire,RO,US,US,Hughson,37.63826,-120.90215,5.6,40,OK,
22458,Kastellorizo,GR,TR,TR,Kaş,36.148563,29.58971,7.3,12,OK,
22524,George Bush Intercontinental Airport,MX,US,US,Humble,29.984142,-95.332985,7.0,37,OK,
22526,Hahei,NZ,PG,PG,Lorengau,-2.08333,147.63333,40.6,17,Revisar (distância alta),
22541,Albufera Natural Park,ES,AU,AU,Albion Park,-34.5902,150.6012,16.1,41,Revisar (distância alta),
22567,Trepassey and the Irish Loop,PT,US,US,Seminole,32.91537,-102.41602,30.6,13,Revisar (distância alta),
22579,Marker,NO,IN,IN,Sunabeda,18.600409,82.90463,16.3,4,Revisar (distância alta),
22582,Pushpagiri Wildlife Sanctuary,IN,US,US,Azle,32.90874,-97.58419,3.9,6,OK,
22624,Södra Kungsleden,NO,SE,SE,Kumla,59.09184,15.158297,4.1,41,OK,
22645,Tubac,ES,US,US,Rio Rico,31.61259,-111.04592,17.0,26,Revisar (distância alta),
22711,Elgol,FR,GB,GB,Fort William,57.149235,-6.10143,70.4,2,Revisar (distância alta),
22747,L'Estartit,FR,ES,ES,Torroella de Montgrí,42.051216,3.199082,6.0,42,OK,
22762,Cerro Colorado,US,PE,PE,Cono Norte,-16.297998,-71.57395,3.0,2,OK,
22779,Hemavan,SE,NO,NO,Mo i Rana,65.807,15.046,69.5,13,Revisar (distância alta),
22785,Deserts,AU,FR,FR,Saint-Alban-Leysse,45.620956,6.011391,6.3,15,OK,
22830,Mariscal Estigarribia,AR,PY,PY,Filadelfia,-22.029793,-60.59845,67.8,7,Revisar (distância alta),
22846,Troisvierges,PT,LU,LU,Wiltz,50.121265,6.002074,18.0,9,Revisar (distância alta),
22854,Oulx,IT,FR,FR,Briançon,45.0289,6.832311,20.7,15,Revisar (distância alta),
22861,Lion's Head,CA,ZA,ZA,Cape Town,-33.93504,18.389141,3.3,22,OK,
22901,Mustvee,RU,EE,EE,Jõgeva,58.8484,26.934782,33.1,11,Revisar (distância alta),
22921,Novo Selo,GR,BA,BA,Šturlić,45.094227,15.592689,14.9,13,OK,
22996,Söğüt,CN,TR,TR,Bozüyük,40.015553,30.181427,17.2,8,Revisar (distância alta),
23055,Prehistoric Pile Dwellings around the Alps,CH,JM,JM,Duncans,18.33333,-77.51667,15.1,41,Revisar (distância alta),
23066,Kremnica,HU,SK,SK,Handlová,48.704212,18.917484,11.8,37,OK,
23103,Friesach,IT,AT,AT,Sankt Veit an der Glan,46.952065,14.405227,20.7,6,Revisar (distância alta),
23132,Keflavík International Airport,DK,IS,IS,Reykjanesbær,63.985012,-22.626696,3.5,23,OK,
23160,Puhoi,CZ,NZ,NZ,Orewa,-36.512093,174.66112,7.8,8,OK,
23194,Rainier (Oregon),CO,US,US,Longview,46.088917,-122.93602,5.5,7,OK,
23228,Red Lake (Ontario),CA,ES,ES,Arona,28.05203,-16.71774,6.4,10,OK,
23284,Streymoy,DK,FO,FO,Miðvágur,62.12372,-7.015883,12.3,9,OK,
23308,Eymet,PT,FR,FR,Bergerac,44.66812,0.39848,21.4,7,Revisar (distância alta),
23312,Dublin Airport,GB,IE,IE,Kinsealy-Drinan,53.42829,-6.247274,3.4,39,OK,
23317,Pangaion Hills,GR,US,US,Iowa City,41.55419,-91.53489,11.9,38,OK,
23356,Sikhism,GB,IN,IN,Gil,30.87504,75.840126,3.8,13,OK,
23375,Tidore,ES,ID,ID,Sofifi,0.67868,127.44832,13.9,12,OK,
23529,Alona Beach,PH,VN,VN,Sông Cầu,13.51396,109.34533,14.7,29,OK,
23590,Khmer Empire,TH,KH,KH,Chŏng Kal,13.904355,103.53183,7.3,22,OK,
23598,Begur,GB,ES,ES,Palafrugell,41.954193,3.208835,5.6,26,OK,
23607,Helsinki Airport,JP,FI,FI,Pakkala,60.321815,24.947361,4.0,12,OK,
23610,Hluboká nad Vltavou,CZ,ES,ES,Teulada,38.67878,0.09787,5.7,14,OK,
23613,Crown Point (Trinidad and Tobago),ES,TT,TT,Scarborough,11.158897,-60.834625,11.1,5,OK,
23629,Istanbul Airport,RU,TR,TR,İmrahor,41.274868,28.732275,6.5,5,OK,
23632,Říp,CZ,SY,SY,Jayrūd,33.519497,37.076073,44.7,12,Revisar (distância alta),
23638,Chocolate,CH,MX,MX,Colonia Rincón Viejo,16.932926,-95.090576,6.9,21,OK,
23666,Cuispes,BR,PE,PE,Pedro Ruiz Gallo,-5.909203,-77.914314,8.3,6,OK,
23733,Jurmo,SE,FI,FI,Uusikaupunki,60.51694,21.076616,36.3,12,Revisar (distância alta),
23748,Pello,SE,FI,FI,Kittilä,66.804085,23.977188,103.5,13,Corrigido,
23754,Ebor,AU,NG,NG,Ughelli,5.475014,6.05976,6.4,7,OK,
23788,Noordoewer,ZA,,,Aussenkehr,-28.721968,17.617977,44.7,2,Corrigido,
23830,Baudette,CA,US,US,International Falls,48.71244,-94.600174,88.2,8,Revisar (distância alta),
23846,Deo,JP,IN,IN,Aurangābād,24.657434,84.43719,12.3,4,OK,
23868,Fort Liberté,FR,BE,BE,Leuze,50.627563,3.603425,3.1,3,OK,
23921,Lal-lo,ES,PH,PH,Magapit,18.20005,121.661995,7.0,15,OK,
23928,High Coast,SE,GB,GB,Caernarfon,52.925762,-4.129158,25.8,19,Revisar (distância alta),
23978,The Wayfarer's Path of Leonardo da Vinci,CH,GB,GB,Ventnor,50.582893,-1.270857,4.7,3,OK,
23990,Saho,IN,BF,BF,Dédougou,12.261606,-3.008191,54.0,1,Revisar (distância alta),
24038,Age of Discovery,CN,US,US,Jenison,42.917824,-85.84917,4.8,14,OK,
24115,Ashburnham,CA,GB,GB,Battle,50.908596,0.391475,6.6,5,OK,
24117,Salla,RU,AT,AT,Voitsberg,47.108597,14.972965,15.4,39,Revisar (distância alta),
24128,Field hockey,AR,US,US,Winchester,35.204113,-85.910194,18.5,3,Revisar (distância alta),
24142,Muonio,SE,FI,FI,Kittilä,67.95934,23.677404,60.7,31,Revisar (distância alta),
24185,Via Pontica,RO,IT,IT,Granarolo dell'Emilia e Viadagola,44.57433,11.470535,3.2,39,OK,
24194,Functionalist architecture in Finland,FI,ES,ES,Gamonal,42.30664,-3.50125,15.2,43,Revisar (distância alta),
24252,Záhony,AT,UA,UA,Chop,48.402905,22.178768,3.7,31,OK,
24271,Speakeasies,US,MX,MX,Santiago,25.12444,-100.47639,46.6,27,Revisar (distância alta),
24416,Gold River (British Columbia),CA,FR,FR,Briançon,45.070683,6.69503,19.5,14,Revisar (distância alta),
24443,Oeste,PT,BR,BR,Serafina Corrêa,-28.753176,-52.015285,9.1,15,OK,
24479,Athenry,AU,IE,IE,Loughrea,53.29919,-8.74683,16.5,11,Revisar (distância alta),
24481,Huxi,TW,CN,CN,Ānwén,29.179052,120.387146,14.2,31,OK,
24490,Masset,CA,CA,US,Ketchikan,54.012447,-132.14522,151.2,23,Revisar (distância alta),"Ilha Haida Gwaii, Canadá"
24555,On the trail of Alexander the Great,GR,ZA,ZA,Johannesburg,-26.262312,27.996586,8.2,29,OK,
24667,Marjayoun,FR,LB,LB,Kfar Kila,33.359253,35.590214,9.8,6,OK,
24880,Quirindi,AU,TZ,TZ,Madimba,-10.613341,40.56546,34.7,38,Revisar (distância alta),
24908,West Interlake,CA,ES,ES,Arona,28.05203,-16.71774,6.4,14,OK,
24943,Dracula,AT,UA,UA,Shevchenkove,45.524536,29.494045,12.9,2,OK,
25153,Philosophy tourism,CH,ES,ES,Calp,38.6783,0.08935,5.4,10,OK,
25171,Redwater,CA,US,US,Wake Village,33.35818,-94.254364,15.7,11,Revisar (distância alta),
25227,Campo Maior,PT,ES,ES,Valencia de Alcántara,39.38598,-7.109162,12.0,9,OK,
25252,Norrbotten Megasystem,NO,PL,PL,Przemków,51.60964,15.8428,10.0,9,OK,
25363,Florida West Coast,MX,US,US,Key West,24.558796,-81.80706,2.6,5,OK,
25443,Modhera,IN,EG,EG,Marsa Alam,25.1625,34.26176,64.2,21,Revisar (distância alta),
25478,Louiseville,CA,AT,AT,Zell am See,47.36746,12.7149,8.0,38,OK,
25490,Mastigouche Wildlife Reserve,CA,US,US,Ellsworth,43.83981,-67.73278,95.5,14,Revisar (distância alta),
25757,Mistaken Point Ecological Reserve,CA,ES,ES,Arona,28.05203,-16.71774,6.4,1,OK,
25884,Merikarvia,FI,FR,FR,Gourdon,44.88349,1.64342,26.4,19,Revisar (distância alta),
26056,Voyages of Matthew Flinders,FR,ES,ES,San Ildefonso,40.90781,-3.86213,12.2,8,OK,
26073,Springbrook,AU,AU,SO,Bosaso,10.22323,48.88367,122.4,8,Revisar (distância alta),Austrália
26076,San Fili,IT,FR,FR,Borgo,42.27808,9.77354,41.9,27,Revisar (distância alta),
26107,Turkish TV series tourism,TR,IT,IT,Palmi,38.34854,15.89304,3.8,40,OK,
26126,Taman Mini Indonesia Indah,ID,DZ,DZ,’Aïn Boucif,36.01159,3.08254,15.0,40,Revisar (distância alta),
26221,Vimpeli,FI,ES,ES,Cuenca,40.34025,-1.76244,43.8,21,Revisar (distância alta),
26230,Kitee,FI,IT,IT,Toscolano Maderno,45.66677,10.63721,3.8,6,OK,
26235,Adaminaby,AU,IN,IN,Arachchalūr,11.17206,77.66062,4.5,4,OK,
26238,Karwendel Nature Park,AT,ES,ES,Vielha,42.8238,0.47658,29.4,6,Revisar (distância alta),
26326,Goths,ES,MA,MA,Mehdya,34.59258,-6.77622,38.6,7,Revisar (distância alta),
26357,Longue-Rive,CA,ES,ES,Calp,38.6783,0.08935,5.4,23,OK,
26369,Arctic wildlife,RU,TR,TR,İnebolu,42.93859,33.70214,106.8,12,Corrigido,
26389,Swedish Grace tour,SE,ES,ES,Trujillo,39.36046,-5.9071,11.0,27,OK,
26460,Voyages of Ibn Battuta,CN,AF,AF,Chahār Burj,34.21105,61.94619,22.9,42,Revisar (distância alta),
26484,Tzoumerka National Park,GR,ES,ES,Son Ferrer,39.0379,2.54596,51.2,35,Revisar (distância alta),
26532,Monk's Cowl Nature Reserve,ZA,NE,NE,Bankilaré,14.52517,0.48702,26.4,12,Revisar (distância alta),
26578,Marktl,DE,FR,FR,La Tour-du-Pin,45.50639,5.58649,12.9,12,OK,
26697,Ingonish,CA,US,US,Minot Air Force Base,48.46446,-101.05609,21.4,8,Revisar (distância alta),
26713,Maydena,AU,ES,ES,Meaño,42.45544,-8.80825,2.4,4,OK,
26862,Hartola,SE,FR,FR,Sens,48.34148,3.23705,16.4,9,Revisar (distância alta),
26899,Föglö,FI,US,US,Nashville,36.13732,-86.69992,8.2,9,OK,
26901,Lemland,FI,AX,AX,Mariehamn,60.07,20.085,8.9,12,OK,
27079,Palizada,FR,IT,IT,Quartu Sant'Elena,39.25546,9.57326,28.0,10,Revisar (distância alta),
27088,Václav Havel Airport Prague,TR,IT,IT,Trapani,38.45095,11.98581,68.1,23,Revisar (distância alta),
27122,Vikersund,NO,IT,IT,Sondrio,46.47501,9.80798,34.4,5,Revisar (distância alta),
27123,Waipoua Forest,NZ,UA,UA,Volovets,48.65811,23.28091,9.2,7,OK,
27180,Board games,DE,ES,ES,Santoña,44.35734,-3.2859,102.5,7,Corrigido,
27190,Mikulov,CZ,ES,ES,Calp,38.6783,0.08935,5.4,19,OK,
27350,Sauris,IT,ES,ES,Sant Antoni de Portmany,38.9521,0.77396,45.9,7,Revisar (distância alta),
27362,Penryn,PT,GB,GB,Bude,50.86161,-4.453217,7.4,9,OK,
27456,Šilutė,DE,ES,ES,Teulada,38.67878,0.09787,5.7,3,OK,
27470,Atlasov Island,RU,IT,IT,Sala Consilina,40.34533,15.79876,18.6,4,Revisar (distância alta),
27614,Fort Fairfield,CA,ES,ES,O Rosal,41.91677,-8.77634,5.4,9,OK,
27751,Figari,FR,IT,IT,Dronero,44.26076,6.98466,37.6,14,Revisar (distância alta),
27901,Theatre,GR,ES,ES,Guareña,38.81738,-6.04939,6.4,10,OK,
27952,Frómista,ES,MA,MA,Casablanca,33.53189,-7.5999,6.4,3,OK,
27963,Temora,AU,AU,SA,Afif,22.71872,43.92875,167.7,7,Revisar (distância alta),Austrália
28100,Northeast Tyrol,AT,IT,IT,Valle Aurina - Ahrntal,47.211445,11.97688,23.9,6,Revisar (distância alta),
28117,Swedish canon,SE,DE,DE,Schwedt (Oder),53.13897,14.2816,8.8,25,OK,
28122,Hapcheon,KR,ES,ES,Ibiza,38.56288,1.68172,44.1,40,Revisar (distância alta),
28147,Goheung,KR,AF,AF,Dasht-e Archī,36.99697,69.12402,15.6,22,Revisar (distância alta),
28286,Thessalon,CA,US,US,Devils Lake,48.71274,-99.57111,84.6,5,Revisar (distância alta),
28361,Lovell,VC,US,US,Powell,44.83698,-108.38125,31.1,15,Revisar (distância alta),
28432,Heuvelland (Belgium),BE,FR,FR,Bailleul,50.767,2.817,6.7,13,OK,
28446,Pelluhue,CL,ES,ES,Teulada,38.67878,0.09787,5.7,7,OK,
