id,nome,pais_code,hotelCount
21311,"Malbazar",IN,4
21750,"Sariwon",KR,4
26881,"Puolanka",FI,4
28002,"Abbots Leigh",FR,4
15696,"Satakunta",FI,4
22320,"Saeftinghe",NL,4
7216,"Erg Chebbi",MA,4
26356,"Morne Seychellois National Park",AU,4
14297,"Port Germein",AU,4
3593,"Auschwitz-Birkenau",PL,4
22671,"Western Xia",CN,4
12491,"Mutěnice Wine Region",CZ,4
18268,"Wa",US,4
13384,"Onuma Quasi-National Park",JP,4
5686,"Cherry",PE,4
18599,"West Zealand",DK,4
23286,"Előszállás",HU,4
2771,"Villach",TR,4
26884,"Joutsa",FI,4
1615,"Salvaterra",PT,4
117,"Arábia Saudita",SA,4
26771,"Beaconsfield (Tasmania)",AU,4
26446,"Hanle",IN,4
5367,"Casino",AU,4
15842,"Sea to Sky",CA,4
10665,"Lötschental",CH,4
1747,"São Miguel do Oeste",PT,4
13951,"LaSalle-Peru",PE,4
26483,"Parikkala",RU,4
6915,"East Coulee",CA,4
16726,"Storm Lake",MX,4
5214,"Canna",GB,4
1537,"Reserva Natural das Lagoas de Santo André e de Santa Sancha",PT,4
27764,"Volcan Cosigüina",MX,4
19474,"Moose Lake (Minnesota)",US,4
19758,"Toubkal National Park",MA,4
26040,"Alpine National Park",AU,4
15386,"Samar Province",PH,4
27722,"Lago Puelo National Park",AR,4
25389,"Ceiba",PR,4
18778,"Wood Buffalo National Park",CA,4
28132,"Reisa National Park",NO,4
8013,"Golden Triangle (Thailand)",TH,4
5558,"Chàm Islands",VN,4
26264,"Minganie",CA,4
18531,"Western Transdanubia",HU,4
14669,"Quintay",CL,4
26123,"Kent Group National Park",AU,4
18630,"White Island",NZ,4
19967,"Uusimaa",FI,3
24081,"Zaouiat Ahansal",MA,3
6456,"Danube Delta",RO,3
22688,"Brenner Pass",IT,3
19052,"Zamyn-Üüd",CN,3
24557,"Axim",PT,3
11510,"Maras",PE,3
6015,"Coffin Bay",AU,3
14416,"Prairies",FR,3
25623,"Dibulla",CO,3
17772,"Turtle Islands Park",PH,3
27349,"Irabu",JP,3
23386,"Tabant",MA,3
25352,"Stronsay",GB,3
16473,"South Jutland",DK,3
27060,"Nami Island",KR,3
23917,"Diving in Saba",NL,3
25137,"Sotenäs",SE,3
23230,"Qamishli",TR,3
19154,"Diving in New Zealand",NZ,3
1875,"Tarawa",PT,3
26152,"North Arm",BR,3
19428,"Barra de Potosí",MX,3
21360,"Icelandic hot springs",IS,3
27810,"Murjek",NO,3
17084,"Tana",FI,3
25906,"Murujuga National Park",AU,3
7890,"Ghat (Libya)",IT,3
12580,"Namaqua National Park",ZA,3
27771,"Monte Leon National Park",AR,3
17591,"Town Krk",HR,3
8938,"Huayna Potosí",CL,3
27456,"Šilutė",DE,3
17618,"Trans-Siberian Railway",CN,3
26885,"Pihtipudas",FI,3
7776,"Garden City (Michigan)",BR,3
19627,"Kati Thanda-Lake Eyre National Park",AU,3
11392,"Manawatu",NZ,3
2412,"Mae Sai",TH,3
1503,"Puerto Quijarro",PT,3
26653,"Constitution 1857 National Park",MX,3
26774,"Fertile Crescent",TR,3
10107,"Kohoku",JP,3
26691,"Paltamo",FI,3
11589,"Marshall Islands",AU,3
27027,"Uiryeong",KR,3
23264,"French Island",AU,3
24613,"Porrentruy",CH,3
23868,"Fort Liberté",FR,3
13873,"Pelorus Bridge",NZ,3
17115,"Taranaki",NZ,3
21701,"Älvsbyn",SE,3
14940,"Rifle",US,3
2529,"Tourist Drive 33",AU,3
16873,"Suriname",BR,3
21246,"Liquiçá",PT,3
8651,"Hellvik",NO,3
26119,"Patagonia National Park (Chile)",CL,3
28351,"Jovellar",PH,3
13664,"Pampas",AR,3
27900,"Yumurtalık",CN,3
18562,"West Lombok",ID,3
14707,"Rainbow Beach (Queensland)",AU,3
23173,"Paekākāriki",NZ,3
145,"Arquipélago de Anavilhanas",BR,3
17884,"Upcountry Árnessýsla",IS,3
14656,"Queyras",FR,3
26610,"Taranna",AU,3
22938,"Auvergne-Rhône-Alpes",FR,3
21310,"Wallachian Plain",RO,3
24351,"Shlisselburg",RU,3
22665,"Chablis",FR,3
4659,"Bra",IT,3
20914,"Haĺšany",PL,3
26553,"Bonampak",MX,3
942,"La Libertad",PT,3
26891,"Evijärvi",FI,3
23749,"Southern Great Plain",HU,3
16308,"Snæfellsjökull National Park",IS,3
26905,"Suomenselkä countryside",FI,3
7400,"Făgăraș",GB,3
27427,"Wadi al-Dawasir",SA,3
15002,"Robben Island",PT,3
26263,"Palashi",IN,3
22181,"Archipelago Trail",FI,3
14157,"Pleasant Point",NZ,3
16895,"Svealand",SE,3
16491,"South Texas Plains",MX,3
18893,"Yanbian",CN,3
23626,"Weather records",AU,3
21085,"Râu de Mori",RO,3
27317,"Rydal",AU,3
5975,"Clonmacnoise",IE,3
13352,"Oltrepò Pavese",IT,3
15178,"Russia to Japan via Sakhalin",JP,3
25468,"Cattai National Park",AU,2
5098,"Cai Rong",VN,2
4174,"Belogorsk",RU,2
1648,"San Marino",IT,2
1832,"St. James",PT,2
393,"Capital (Venezuela)",VE,2
2455,"Baucau",PT,2
5527,"Chałupy",PL,2
16355,"Solomon Islands",PE,2
16415,"South Atlantic Coast (Morocco)",MA,2
3975,"Basaseachic Falls National Park",MX,2
22507,"Torngat Mountains National Park",CA,2
24527,"Guanajay",ES,2
19390,"Bhimashankar",IN,2
2014,"Urmia",PT,2
25013,"Rail travel in Cuba",FR,2
22795,"Pyramiden",SE,2
21818,"Smara",ES,2
152,"Arua",PT,2
7835,"Geauga County",BR,2
21098,"Bavarian Forest National Park",CZ,2
18553,"West Iceland",IS,2
9655,"Kappil",IN,2
26027,"Vännäs",SE,2
24683,"Des Grèves Regional Park",CA,2
12683,"Navajo Nation",US,2
23751,"Hardap",ZA,2
2468,"Sri Jayawardenapura Kotte",PT,2
26504,"Kosi Bay Nature Reserve",ZA,2
22576,"Hvaler",NO,2
20356,"Angangueo",MX,2
10257,"Krutyń",PL,2
2834,"Rfnmgf",PT,2
19787,"Nankana Sahib",IN,2
27905,"Sahagún",ES,2
13843,"Peace Country",CA,2
14687,"Radal Siete Tazas National Park",CL,2
9910,"Bolshekhekhtsirsky Nature Reserve",RU,2
11668,"Mauricie",CA,2
18589,"West Sumatra",ID,2
17532,"Topslip",IN,2
682,"Gadamés",PT,2
21374,"Hampyeong",KR,2
24225,"Karkali Strict Nature Reserve",FI,2
8149,"Grasslands National Park",CA,2
20913,"Travels of Hans Christian Andersen",DK,2
1329,"Parque Nacional de Murchison Falls",PT,2
7131,"El Morro",MX,2
6586,"Dengue fever",AU,2
22780,"Tåsinge",DK,2
17146,"Tasiilaq",IS,2
893,"Jordânia",PT,2
20153,"Varvara",TR,2
26592,"Glenholme Nature Reserve",ZA,2
20519,"Val Camonica",IT,2
28193,"Ichkabal",MX,2
27243,"Skiing on Mt Ruapehu",AU,2
24340,"Boating in Finland",NL,2
25487,"Szada",HU,2
8355,"Gwaii Haanas National Park Reserve",CA,2
27206,"Kabah",MX,2
16987,"Tada Falls",IN,2
7927,"Gir Forest National Park",IN,2
26315,"Rangsang",ID,2
21618,"Ba Be National Park",VN,2
1831,"St. Clair",PT,2
27773,"Río Pilcomayo National Park",AR,2
23503,"Climbing Mount Semeru",ID,2
17840,"Ujung Kulon National Park",ID,2
26564,"Damphu",IN,2
25991,"Cap Tourmente National Wildlife Reserve",CA,2
4777,"Bristol-Norfolk",GB,2
19498,"Laguna San Rafael National Park",CL,2
11508,"Maramureș",RO,2
17957,"Valaam",RU,2
24150,"Montalto delle Marche",IT,2
13619,"Palau",PH,2
22897,"Maamigili",MV,2
13063,"Northern Quebec",TR,2
3318,"Antioquia",CO,2
15210,"Sabha",TR,2
8158,"Gröbming",AT,2
12680,"Nausori",FJ,2
13051,"Northern Isaan",TH,2
26677,"Glenridding",GB,2
4190,"Bendery",UA,2
22528,"Steam power",GB,2
20729,"Nampho",KR,2
16449,"Southern Coast (Peru)",PE,2
7151,"Elsthorpe",NZ,2
1335,"Parque Nacional de Salonga",PT,2
18555,"West Kalimantan",ID,2
4361,"Bigul",IN,2
172,"Auschwitz",PL,2
7790,"Gariep Dam",ZA,2
10863,"Linden (New Jersey)",PL,2
26196,"Fossholl",IS,2
25919,"Sprague",CA,2
26658,"Cabo de Hornos National Park",CL,2
3300,"Annobón",PT,2
25564,"Judith-De Brésoles Ecological Reserve",CA,2
23233,"Aulavik National Park",CA,1
21691,"Sunwal",CN,1
165,"Atar",PT,1
16502,"Southwest Iceland",IS,1
1344,"Parque Nacional do Banco de Arguim",PT,1
28172,"Zapotec phrasebook",MX,1
7296,"Evian",CH,1
1328,"Parque Nacional de Mole",PT,1
2817,"Parque Nacional Coiba",PT,1
28006,"Hồ Tràm",VN,1
2463,"Viana",PT,1
1337,"Parque Nacional de Simien",PT,1
11084,"Los Nevados National Park",CO,1
5780,"Chiloé National Park",CL,1
22564,"Inlandsbanan",SE,1
1353,"Parque Nacional W",PT,1
6394,"Dachstein",AT,1
2107,"Vila Real",PT,1
23990,"Saho",IN,1
1341,"Parque Nacional de Virunga",PT,1
1331,"Parque Nacional de Niokolo-Koba",PT,1
25573,"Marie-Jean-Eudes Ecological Reserve",CA,1
13032,"North-Eastern India",CN,1
24127,"Top Gear Vietnam special",VN,1
1334,"Parque Nacional de Rwenzori",PT,1
8394,"Hagfors",SE,1
3826,"Banat",RO,1
16467,"South and West Gippsland",AU,1
25329,"Stuorrahanoaivi trek",FI,1
19185,"Finland Proper",FI,1
1336,"Parque Nacional de Sete Cidades",PT,1
26600,"Garden Castle Nature Reserve",ZA,1
28169,"Yuseong-gu",KR,1
25471,"Délegyháza",HU,1
1350,"Parque Nacional Impenetrável de Bwindi",PT,1
1339,"Parque Nacional de Tassili n'Ajjer",PT,1
1325,"Parque Nacional de Luangwa Sul",PT,1
24642,"Myakka River State Park",US,1
22214,"Khangchendzonga National Park",IN,1
1349,"Parque Nacional do Vale de Kidepo",PT,1
24453,"Kızılırmak Delta Bird Reserve",TR,1
1324,"Parque Nacional de Kakum",PT,1
5554,"Chambers Pillar Historical Reserve",AU,1
13068,"North Estonia",FI,1
1321,"Parque Nacional de Garamba",PT,1
1351,"Parque Nacional Marinho de St. Anne",PT,1
27293,"Llullaillaco National Park",CL,1
1338,"Parque Nacional de Taï",PT,1
791,"Ilha do Maio",PT,1
23453,"Bilwi",IE,1
18509,"West Bohemia",CZ,1
1347,"Parque Nacional do Lago Malawi",PT,1
25927,"Western Tasmania",AU,1
1333,"Parque Nacional de Queen Elizabeth",PT,1
11811,"Merced County",CA,1
10619,"Lashio",CN,1
1520,"Região Floral do Cabo",PT,1
10282,"Kubah National Park",MY,1
27152,"Nordfjord",NO,1
25982,"Charlevoix Biosphere Reserve",CA,1
2473,"Cracóvia/Kazimierz",PT,1
150,"Artigas",BR,1
2262,"Lida",PT,1
24369,"Prairie Mountain",CA,1
1323,"Parque Nacional de Kahuzi-Biega",PT,1
518,"Cracóvia/Stare Miasto",PT,1
5807,"Chi Phat",TH,1
3772,"Balboa",US,1
2234,"Serguiev Possad",PT,0
747,"Hanga-Roa",PT,0
457,"Chuy",ES,0
1950,"Tóquio/Koto",PT,0
1946,"Tóquio/Ikebukuro",PT,0
1393,"Pérouges",PT,0
1548,"Resort Disney Tóquio",US,0
1935,"Tóquio/Akasaka",PT,0
2289,"Cazã",PT,0
1960,"Tóquio/Shibuya",PT,0
1968,"Tóquio/Toshima",PT,0
819,"Iráklio",PT,0
1952,"Tóquio/Minato",PT,0
1702,"Santo Tomé",PT,0
1965,"Tóquio/Suginami",PT,0
1955,"Tóquio/Odaiba",PT,0
340,"Caiena",FR,0
288,"Bordéus",PT,0
687,"Garapan",PT,0
1943,"Tóquio/Edogawa",PT,0
1966,"Tóquio/Sumida",PT,0
1948,"Tóquio/Katsushika",PT,0
1589,"Rota da Seda",CN,0
1954,"Tóquio/Nerima",PT,0
1957,"Tóquio/Roppongi",PT,0
1956,"Tóquio/Ota",PT,0
904,"Tóquio/Kabukicho",PT,0
514,"Costa do Marfim",PT,0
1951,"Tóquio/Meguro",PT,0
921,"Kolonia",PT,0
2012,"Ura",PT,0
1793,"Seul",PT,0
1941,"Tóquio/Chuo",PT,0
1204,"Nuevo Vallarta",PT,0
1949,"Tóquio/Kita",PT,0
475,"Cobija",BO,0
796,"Ilhas Colombianas",CO,0
1844,"Surt",PT,0
1937,"Tóquio/Arakawa",PT,0
1934,"Tóquio/Adachi",PT,0
1964,"Tóquio/Shiodome",PT,0
593,"El Alto",PT,0
1953,"Tóquio/Nakano",PT,0
1809,"Síria",PT,0
1961,"Tóquio/Shimokitazawa",PT,0
1944,"Tóquio/Ginza",PT,0
1596,"Rustemburgo",PT,0
1945,"Tóquio/Harajuku",PT,0
2080,"Viajar ecologicamente",PT,0
2216,"Caminho da Iluminação",PT,0
1939,"Tóquio/Bunkyo",PT,0
1938,"Tóquio/Asakusa",PT,0
351,"Calcutá",PT,0
1936,"Tóquio/Akihabara",PT,0
1942,"Tóquio/Ebisu",PT,0
1990,"Trilha Inca",PT,0
1962,"Tóquio/Shinagawa",PT,0
2806,"Seguro para Viagem",PT,0
2484,"Londres/City of London",PT,0
1958,"Tóquio/Ryogoku",PT,0
2182,"Asten",PT,0
1967,"Tóquio/Taito",PT,0
1969,"Tóquio/Tsukiji",PT,0
181,"Avinhão",PT,0
253,"Bengasi",PT,0
2079,"Viagens de moto",PT,0
1947,"Tóquio/Itabashi",PT,0
