old_destino_id,total,com_brackets,sem_brackets
26807,44,13
27095,42,9
27552,41,3
21867,41,6
22974,40,39
21218,39,0
24748,35,33
22161,30,1
22000,28,28
19740,25,0
26130,25,3
26640,25,10
27015,24,9
24977,23,0
25060,20,0
21496,19,8
27036,17,0
27042,16,0
25216,16,5
23042,15,0
23603,15,2
22784,12,8
24368,12,11
28441,12,12
19874,11,3
22523,9,2
26571,9,0
22898,6,3
26699,6,0
23214,5,0
28466,5,1
21626,5,2
26544,5,4
27523,4,0
27515,4,0
24303,2,0
23433,1,0
