destino_id,destino_nome,pais,pais_code,hotel_count
25248,Tandzaver,XX,XX,9
20121,Lyman,XX,XX,9
15837,Searsport,XX,XX,9
24266,Mengshan,XX,XX,9
22936,Bogdanci,XX,XX,9
26499,Keta,XX,XX,9
28299,Oranmore,XX,XX,9
26501,Walewale,XX,XX,9
27783,Ripoll,XX,XX,9
25450,Obedjiwan,XX,XX,9
28115,Botnialeden,SE,SE,9
22523,Christmas and New Year travel,ES,ES,9
16688,St. Mary's City,XX,XX,9
20410,Hawzien,XX,XX,9
26488,Yendi,XX,XX,9
16519,Sparks Glencoe,XX,XX,9
19383,Gračanica (Kosovo),XX,XX,9
20740,Ashmyany,XX,XX,9
25481,Isaszeg,XX,XX,9
26818,Yulee,XX,XX,9
26571,The Oranges,XX,XX,9
28022,Cluny,XX,XX,9
23382,Paget Parish,XX,XX,9
18048,Varshets,XX,XX,9
28459,Gapan,XX,XX,9
27245,Kolín,XX,XX,9
23291,Korean cuisine,CN,CN,8
15780,Scalloway,XX,XX,8
16418,South Bali,XX,XX,8
19109,Zion National Park,XX,XX,8
27875,Utjeha,XX,XX,8
28222,Colònia de Sant Jordi,XX,XX,8
24632,Southern Harbor of Malta,XX,XX,8
25978,Gembu,XX,XX,8
14621,Quanah,XX,XX,8
20493,Kap Arkona,XX,XX,8
26502,Muhanga,XX,XX,8
20170,Falköping,XX,XX,8
22178,Alūksne,XX,XX,8
22457,Faribault,XX,XX,8
27110,Vic (Barcelona),XX,XX,8
28024,Weikersheim,XX,XX,8
22964,Ungaran,XX,XX,8
25549,Várpalota,XX,XX,8
27004,Mabini (Pangasinan),XX,XX,8
27275,Ezeagu Tourist Complex,XX,XX,8
26744,Milot (Albania),XX,XX,8
26014,Merritt Island,XX,XX,8
28028,Budge Budge,XX,XX,8
22738,Souris (Prince Edward Island),XX,XX,8
25820,Milestone−Rouleau−Avonlea,XX,XX,8
18896,Yangmingshan National Park,XX,XX,8
25936,Kumo,XX,XX,8
26340,Modisi,ID,ID,8
26974,Dungog,XX,XX,8
15628,Santa Teresa (Costa Rica),XX,XX,8
28317,Fengdu,XX,XX,8
25796,Ijora,XX,XX,8
25598,Eger district,XX,XX,8
16050,Sherwood Park,XX,XX,8
20194,Aruküla,XX,XX,8
25777,Itu (Akwa Ibom),XX,XX,8
15790,Schaan,XX,XX,8
16336,Sohar,XX,XX,8
19319,Arcot and Ranipet,XX,XX,8
27209,Binmaley,XX,XX,8
26222,Saint-Charles-sur-Richelieu,XX,XX,8
13189,Nusa Lembongan,XX,XX,8
23799,Shush (Iran),XX,XX,8
27377,Telde,XX,XX,8
26718,Coronallacs,XX,XX,8
28160,Voskopoja,XX,XX,8
28360,Tides and currents,XX,XX,8
27868,Vikøyri,XX,XX,8
28239,Sonarpur,XX,XX,8
23137,Fethard,XX,XX,8
27144,Bhagwal,XX,XX,8
17387,Tilarán,XX,XX,8
22122,Santiago de Veraguas,XX,XX,8
23616,Devonshire Parish,XX,XX,8
24575,Diamond Triangle (Odisha),XX,XX,8
22977,Narromine,XX,XX,8
26410,Erving,XX,XX,8
19944,Newark Liberty International Airport,XX,XX,8
28295,Yang Highland Wildlife Sanctuary,XX,XX,8
24439,Wells-Barkerville,XX,XX,8
25304,Tomaree National Park,XX,XX,8
26783,Rääkkylä,FI,FI,8
24739,Haiduan,XX,XX,8
24691,Central German Lake District,XX,XX,8
11521,Marco Island,XX,XX,8
22566,Tantramar,XX,XX,8
25424,Saint-Stanislas,XX,XX,8
26491,Yeji,XX,XX,8
15046,Rockwood Park,XX,XX,8
24088,Central Jiangmen,XX,XX,8
25362,Barceloneta (Puerto Rico),XX,XX,8
27985,Monte Cofano Nature Reserve,XX,XX,8
26485,Andul,XX,XX,8
28475,Xiulin Township,XX,XX,8
27484,Czerniejewo,XX,XX,8
23388,Visiting company headquarters,XX,XX,8
26902,Saltvik,XX,XX,8
21783,Potters Bar,XX,XX,8
21824,Värnamo,XX,XX,8
26204,Donalda and Forestburg,XX,XX,8
25080,Idanre,XX,XX,8
11468,Manjeri,XX,XX,8
27924,Gilgandra,XX,XX,8
19339,Charmouth,XX,XX,8
27539,Batu Islands,XX,XX,8
25740,Illah Bunu,XX,XX,8
26182,Balranald,XX,XX,8
22973,Man (Côte d'Ivoire),XX,XX,8
25737,Idah,XX,XX,8
27890,Carcoar,XX,XX,8
23097,Hamad International Airport,XX,XX,8
26218,Saint-Ours,XX,XX,8
25774,Ikot Ekpene,XX,XX,8
22098,Tranent,XX,XX,8
26907,Hausjärvi,XX,XX,8
27434,Gwoza,XX,XX,8
27939,Gränsleden,NO,NO,8
15636,Santiago de Cuba,XX,XX,8
23726,Rangpur (Bangladesh),XX,XX,8
22332,Sawarna,ID,ID,8
14613,Galilee Panhandle,XX,XX,8
20176,Horn Island,XX,XX,8
26376,Banjarnegara,XX,XX,8
15201,Saariselkä,XX,XX,8
21006,Lempäälä,XX,XX,8
28394,Taichung/Coast Line,XX,XX,8
28182,Gwadabawa,XX,XX,8
22494,Port St Mary,XX,XX,8
27586,Greenwater,XX,XX,8
27738,Idar,XX,XX,8
26337,Maerdy,XX,XX,7
23047,Jourdanton,XX,XX,7
15907,Seneca Falls,XX,XX,7
18178,Villarrica,XX,XX,7
25433,Bigfork,XX,XX,7
27779,Thallon,XX,XX,7
16013,Shei-pa National Park,XX,XX,7
25887,Viswema,XX,XX,7
28057,Parc d'Olèrdola,XX,XX,7
15603,Santa Fe de Antioquia,XX,XX,7
13670,Panaca,XX,XX,7
11591,Marshallville,XX,XX,7
18206,Virgin Islands National Park,XX,XX,7
24734,Daren,XX,XX,7
18812,Wrangell-St. Elias National Park and Preserve,XX,XX,7
23256,Sandane,NO,NO,7
25045,Kamuku National Park,XX,XX,7
24050,Granadilla de Abona,XX,XX,7
26608,Ngororero,XX,XX,7
25547,Mount Field National Park,XX,XX,7
20839,Sehwan,XX,XX,7
25572,Narawntapu National Park,XX,XX,7
26413,Siikainen,FI,FI,7
26026,Saint-Bruno-de-Montarville,XX,XX,7
20417,Barker,XX,XX,7
27073,Coronado (Panama),XX,XX,7
17996,Valley of 1000 Hills,ZA,ZA,7
27471,Malumfashi,XX,XX,7
27605,Snorkeling and freediving in Mauritius,XX,XX,7
27590,Aleiro,XX,XX,7
27833,Tortosa,XX,XX,7
28174,Sukna,XX,XX,7
17798,Two Harbors,XX,XX,7
26587,Zonkwa,XX,XX,7
23025,Western Gran Canaria,XX,XX,7
21958,Honavar,XX,XX,7
11683,Mayne Island,XX,XX,7
16953,Syrian Desert,XX,XX,7
25423,Post Falls,XX,XX,7
27227,Hardin,XX,XX,7
18059,Vágar,FO,FO,7
25369,Manatí (Puerto Rico),XX,XX,7
24275,Leányfalu,XX,XX,7
26239,Tualatin,XX,XX,7
26924,Gedong Tataan,ID,ID,7
26712,Etruscans,IT,IT,7
19487,Pom Pom Island,MY,MY,7
26986,Infanta,XX,XX,7
25849,Muleshoe,XX,XX,7
6954,East Lansing,XX,XX,7
28071,San Pedro de Montes de Oca,XX,XX,7
26763,Tropoja,XX,XX,7
25962,Igando,XX,XX,7
26500,Suhum,XX,XX,7
27576,Dikwa,XX,XX,7
25971,Mubi,XX,XX,7
23937,Yuanmou,XX,XX,7
25427,Saint-Adelphe,XX,XX,7
24889,Collarenebri,XX,XX,7
25366,Cataño,XX,XX,7
28068,Ghandruk,XX,XX,7
16580,Ssese Islands,XX,XX,7
25518,Somesville,XX,XX,7
27303,Pernik,XX,XX,7
22655,Calasiao,XX,XX,7
23363,Sant'Erasmo,AT,AT,7
26155,Kisantu,PT,PT,7
22038,Landscapes from Palagia coast range,XX,XX,7
18953,Yilan County,XX,XX,7
26283,Franquelin,CA,CA,7
15905,Senaru,XX,XX,7
27873,Yusufari,XX,XX,7
27887,Jämtland Triangle,XX,XX,7
24432,Dantewada,XX,XX,7
25017,Abakaliki,XX,XX,7
17691,Truman,XX,XX,7
28121,Sulejówek,XX,XX,7
21511,Chimanimani,XX,XX,7
17774,Tusayan,XX,XX,7
27857,Nguroje,XX,XX,7
26883,Ristijärvi,FI,FI,7
17934,Uttarkashi,XX,XX,7
27378,Ingenio,XX,XX,7
19245,Hiking and backpacking in Israel,XX,XX,7
23874,Thandwe,MM,MM,7
26285,Gundabooka National Park,XX,XX,7
20189,Årjäng,NO,NO,7
26074,Chengjiang,XX,XX,7
25631,Sonoita,XX,XX,7
25456,Zec Borgia,CA,CA,7
9694,Karnala Bird Sanctuary,XX,XX,7
26838,E69,NO,NO,7
25531,Ak-Suu,XX,XX,7
25651,Igangan,XX,XX,7
15728,Savary Island,XX,XX,7
15686,Sarnen,XX,XX,7
25581,Balassagyarmat district,XX,XX,7
19362,Provo Canyon,XX,XX,7
20803,Swabian Mountains,XX,XX,7
27603,Rano,XX,XX,7
8930,Huanghe Hukou Pubu National Park,XX,XX,7
22918,Lodi (Lombardy),XX,XX,7
11376,Mamanuca Islands,XX,XX,7
27581,Chiranci,XX,XX,7
17127,Tari Basin,XX,XX,7
28467,Pūpūkea,XX,XX,7
17122,Tarbet,XX,XX,7
25901,Sulphur Springs,XX,XX,7
27511,Culturally significant landscape in Montoro,XX,XX,7
28265,K-pop,KR,KR,7
27568,Birnin Kudu,XX,XX,7
23131,Agbarho,XX,XX,7
28355,Shoshoni,XX,XX,7
15785,Scanno,XX,XX,7
26120,Rocky Cape National Park,XX,XX,7
17124,Tarcutta,XX,XX,7
11465,Manitou Springs,XX,XX,7
26111,Culturally significant landscapes in Jaén,XX,XX,7
27897,Roslagsleden,SE,SE,7
17138,Tarrytown,XX,XX,7
28422,Tunuyán,AR,AR,7
26813,Balibo,XX,XX,7
18554,West Jutland,DK,DK,7
27838,Wooler,XX,XX,7
28017,Hill City,XX,XX,7
27704,Chalcatzingo,MX,MX,7
25357,Sainte-Geneviève-de-Batiscan,XX,XX,7
25837,Belfield,XX,XX,7
24336,Daraga,XX,XX,7
26102,Great Sandy National Park (Cooloola),XX,XX,7
25600,Bélapátfalva,XX,XX,7
24696,Mary Tavy,XX,XX,7
15531,San Juan Island,XX,XX,7
27707,Yanga National Park,XX,XX,7
26047,Brandon (Suffolk),XX,XX,7
16452,Southern Greenland,XX,XX,7
22284,Skopje/Stara Čaršija,XX,XX,7
25780,Nsit-Ubium,XX,XX,7
15190,Ryazan,XX,XX,7
25952,Dukku,XX,XX,7
10896,Litchfield National Park,XX,XX,7
23683,Pančevo,XX,XX,7
25385,Arroyo (Puerto Rico),XX,XX,7
28064,Ninety Six,XX,XX,7
23072,Podpoľanie,XX,XX,7
26820,Mullens,XX,XX,7
28424,Dvůr Králové nad Labem,XX,XX,7
27069,Halblech,XX,XX,7
25022,Oke Ila Orangun,XX,XX,7
14890,Aberdaron,XX,XX,7
26869,Nykarleby,XX,XX,7
12599,Barsana and Nandgaon,XX,XX,6
19008,Yukon - Charley Rivers National Preserve,CA,CA,6
27871,Blayney,XX,XX,6
15460,Sandnes,XX,XX,6
28252,Konnagar,XX,XX,6
23925,Chrisi Akti Panagias,XX,XX,6
27104,Lake Turkana,XX,XX,6
14626,Quarto d'Altino,XX,XX,6
26229,Saint-Jean-Baptiste,XX,XX,6
26559,Kolaghat,XX,XX,6
27207,Lake Khövsgöl,XX,XX,6
19429,Bharmour,XX,XX,6
22700,Muncho Lake Provincial Park,XX,XX,6
27429,Melka Awash,XX,XX,6
26667,Wellington (Shropshire),XX,XX,6
11539,Strängnäs and Mariefred,XX,XX,6
24634,Northern Harbor of Malta,XX,XX,6
16001,Shawan,XX,XX,6
19358,Delavan,XX,XX,6
25577,Mór,XX,XX,6
20462,Bangassou,XX,XX,6
25557,Kapuvár,XX,XX,6
28425,Elroy,XX,XX,6
18379,Warth and Schröcken,XX,XX,6
27064,Nueva Gorgona,XX,XX,6
11029,Long Beach Island,XX,XX,6
21924,Wisemans Ferry,XX,XX,6
21848,Zeehan,XX,XX,6
25942,Igboho,XX,XX,6
24345,Basin and Range National Monument,XX,XX,6
26380,Alberto de Agostini National Park,CL,CL,6
27184,San Augustine,XX,XX,6
23535,Bafang,XX,XX,6
19416,Dansville,XX,XX,6
13763,Parismina,XX,XX,6
26328,Crozet Islands,XX,XX,6
26635,Dahlak Marine National Park,XX,XX,6
26481,Pooncarie,XX,XX,6
15789,Scarsdale,XX,XX,6
16716,Stone Harbor,XX,XX,6
28075,Tarago,XX,XX,6
21027,Roșia Montană,XX,XX,6
22898,Star Wars tourism,XX,XX,6
19793,Dukhan,XX,XX,6
19309,Hawalli,XX,XX,6
24530,Dschang,XX,XX,6
19272,Esfarayen,XX,XX,6
25910,Golden Gate National Recreation Area,XX,XX,6
26299,Baruipur,XX,XX,6
20046,Älvkarleby,SE,SE,6
19953,Dongyang,XX,XX,6
19521,Çavdarhisar,XX,XX,6
24818,Rock Islands,XX,XX,6
25863,Mararaba,XX,XX,6
26441,Canning,XX,XX,6
16971,Tabanan,XX,XX,6
26172,Winter sports in Kosovo,XX,XX,6
22142,Minglanilla,XX,XX,6
26254,Bally,XX,XX,6
26688,Churches in Chicago,XX,XX,6
28099,Northwest Tyrol,IT,IT,6
25201,Atlántida,XX,XX,6
21629,Indiantown,XX,XX,6
25847,Ilobu,XX,XX,6
12250,Moreton Island,XX,XX,6
23281,Laiyuan County,CN,CN,6
25675,Akamkpa,XX,XX,6
25686,Orhei National Park,XX,XX,6
27447,Argungu,XX,XX,6
16310,Snoqualmie Pass,XX,XX,6
25682,Biase,XX,XX,6
27677,Alaró,XX,XX,6
11534,Marianna,XX,XX,6
19800,Washougal,XX,XX,6
25489,Taksony,XX,XX,6
12553,Nai Han,XX,XX,6
26810,Palghar and Kelve,XX,XX,6
19328,Hardy,XX,XX,6
26622,Jalpan,XX,XX,6
25811,Koton Karfe,XX,XX,6
26585,Kafanchan,XX,XX,6
27797,Efate,XX,XX,6
23813,Constanza,XX,XX,6
26093,Nasarawa,XX,XX,6
27494,Yambol,XX,XX,6
27026,Jiangshan,XX,XX,6
26746,Fushë Arrëz,XX,XX,6
27575,Bururi,XX,XX,6
20485,Shimba Hills National Reserve,XX,XX,6
20097,Harstine Island,XX,XX,6
18586,West Salem,XX,XX,6
23187,Halabja,XX,XX,6
26428,Banda Besar,XX,XX,6
25946,Kontagora,XX,XX,6
24674,Wangan,XX,XX,6
26909,Ypäjä,XX,XX,6
11413,Mandarmani,XX,XX,6
17052,Talent,XX,XX,6
28453,Uli,XX,XX,6
20061,Hällefors and Grythyttan,XX,XX,6
28431,Diksmuide,XX,XX,6
27563,Snoqualmie,XX,XX,6
26779,Djambala,XX,XX,6
17119,Tarawa,XX,XX,6
24646,Bhiwani,XX,XX,6
26643,Buttermere,XX,XX,6
19281,Pergine Valdarno,XX,XX,6
25536,Kainantu,XX,XX,6
23101,Uranium City,CA,CA,6
16608,Stark,XX,XX,6
26267,Vårdö,FI,FI,6
25779,Nsit Ibom,XX,XX,6
20807,Brahmanbaria,XX,XX,6
26207,Laikhurembi,XX,XX,6
25867,Kachia,XX,XX,6
20464,Mpande,ZA,ZA,6
25061,Uzo-Uwani,XX,XX,6
28449,Okpoko,XX,XX,6
27962,Nevados de Chillan,XX,XX,6
27179,Balancán,XX,XX,6
26904,East Central Finland,FI,FI,6
18034,Vanua Levu,XX,XX,6
27230,Workers’ Assembly Halls,AU,AU,6
27503,Horinger,CN,CN,6
22208,Mahishadal and Geonkhali,XX,XX,6
28198,Egbe,XX,XX,6
27039,Slīteres National Park,XX,XX,6
18006,Valtimo,FI,FI,6
26262,Mothparja,XX,XX,6
12120,Monongahela National Forest,XX,XX,6
26950,Kohtla-Järve,XX,XX,6
26960,Straupe,XX,XX,6
15428,San Borja,XX,XX,6
16350,Solentiname Islands,XX,XX,6
11532,Maria Island National Park,XX,XX,6
26246,Multia,FI,FI,6
26699,The Plandomes,XX,XX,6
18315,Waldo Lake,XX,XX,6
26071,Galashiels,XX,XX,6
19061,Zap,XX,XX,6
26590,Xochicalco,MX,MX,6
28047,Centuripe,XX,XX,6
19418,Mark Twain National Forest,TR,TR,6
15570,San Saba,XX,XX,6
22844,Indian Land,XX,XX,6
15425,San Antonio Palopo,XX,XX,6
16036,Shfelah,XX,XX,6
20866,Thursday Island,XX,XX,6
27264,Blida,XX,XX,6
21945,Raritan,XX,XX,6
18316,Waldorf,XX,XX,6
27661,Darazo,XX,XX,6
20425,Batusangkar,XX,XX,6
22359,Banjar (West Java),XX,XX,6
26388,Naya Raipur,XX,XX,6
16048,Sherman Oaks,XX,XX,6
27197,Upper Zemplín - West,XX,XX,6
28460,Gavar,XX,XX,5
28400,Oskaloosa,XX,XX,5
15642,Sant Julia de Loria,XX,XX,5
27694,Gulf of Porto,XX,XX,5
27368,Langøya,NO,NO,5
21626,Algal bloom,XX,XX,5
25679,Ugep,XX,XX,5
27528,Clarence Town,XX,XX,5
23724,Bwabwata National Park,XX,XX,5
25637,Obudu,XX,XX,5
22070,Turrialba,XX,XX,5
27469,Nguru,XX,XX,5
25521,Jeti Ögüz,XX,XX,5
25951,Achalla,XX,XX,5
24931,Tumanyan,XX,XX,5
26798,Thirubuvanai and Tiruvakkarai,XX,XX,5
25986,Saint-Tite-des-Caps,XX,XX,5
26674,Darlington Point,XX,XX,5
27052,Curup,XX,XX,5
25935,Bukuru,XX,XX,5
22413,Eccleshall,XX,XX,5
25498,Cordele,XX,XX,5
25152,Cross River National Park,GB,GB,5
27580,Gresford,XX,XX,5
23991,Kashmar,XX,XX,5
24405,Voyages of Roald Amundsen,XX,XX,5
19558,Fox River Valley,XX,XX,5
26875,Alavus,XX,XX,5
21414,El Pital,XX,XX,5
28466,Street-running trains,VN,VN,5
25880,Abor,XX,XX,5
23764,Graciosa (Canary Islands),XX,XX,5
15615,Santa Paula,XX,XX,5
26289,Kemaliye,XX,XX,5
15291,St. Marks,XX,XX,5
23812,Naukuchiatal,XX,XX,5
27347,Rio Kruta National Park,XX,XX,5
19857,Sapucaia do Sul,XX,XX,5
18005,Vals,XX,XX,5
25706,Misau,XX,XX,5
27940,Jämtlandsleden,SE,SE,5
27258,Juan Griego,XX,XX,5
26577,Chuadanga,XX,XX,5
28175,Balagarh,XX,XX,5
23188,Sinjar,XX,XX,5
26630,Villagarzón,XX,XX,5
19466,Loganville,XX,XX,5
10381,La Alpujarra,XX,XX,5
24722,Bijagua de Upala,XX,XX,5
25387,Canóvanas,XX,XX,5
17134,Tarpon Springs,XX,XX,5
22428,Šariš,XX,XX,5
28097,Inca,XX,XX,5
12853,New River and Greenbrier Valleys,XX,XX,5
21997,Dolores (Guatemala),XX,XX,5
25036,Dharawal National Park,XX,XX,5
28316,Daisen (Akita),XX,XX,5
26327,Deep Creek National Park,XX,XX,5
23214,Atlantic slave trade,XX,XX,5
28186,Elroy-Sparta State Trail,XX,XX,5
24428,Haltern am See,XX,XX,5
25785,Ukanafun,XX,XX,5
23510,Calatagan,XX,XX,5
25861,Jikwoyi,XX,XX,5
27411,Ïle à Vache,XX,XX,5
26880,Kallaste,XX,XX,5
19436,Sullivan's Island,XX,XX,5
22804,Grand Ronde,XX,XX,5
26562,Lapinjärvi,XX,XX,5
28207,Bolton Valley,XX,XX,5
26544,Holy Roman Empire,XX,XX,5
21106,Ai-Khanoum,XX,XX,5
26494,Ahwiaa,XX,XX,5
27149,Sidikalang,XX,XX,5
26509,Rwamagana,XX,XX,5
25743,Unwana,XX,XX,5
25280,Malasiqui,XX,XX,5
16150,Sigmaringen,XX,XX,5
26591,Chesapeake City,XX,XX,5
24124,Aparri,XX,XX,5
15579,Santa Barbara County,EG,EG,5
26281,El-Obeid,EG,EG,5
24116,Anaklia,XX,XX,5
15943,Severna Park,XX,XX,5
15614,Santa Nella,XX,XX,5
12633,Narayanpur,XX,XX,5
15511,San Isidro de El General,XX,XX,5
26520,Kanchrapara,XX,XX,5
25678,Yakurr,XX,XX,5
26324,Pribaikalsky National Park,CA,CA,5
26258,Panihati,XX,XX,5
18533,Western Waterlands,XX,XX,5
28188,Maynaguri,XX,XX,5
21365,Antelope Island,XX,XX,5
21416,Carcar,XX,XX,5
23036,Igaliku,GL,GL,5
25657,Ukhun,XX,XX,5
16500,Rivierenland,NL,NL,5
15697,Satara,XX,XX,5
27514,Kruszwica,XX,XX,5
25495,Americus,XX,XX,5
15666,Sarahan,XX,XX,5
28393,Taichung/Mountain Line,XX,XX,5
16115,Shushtar,XX,XX,5
28180,Sant Joan de les Abadesses,XX,XX,5
25821,Agenebode,XX,XX,5
24573,Narayanganj,XX,XX,5
26560,Deulti,XX,XX,5
25794,Eleme,XX,XX,5
21446,Aqqala,XX,XX,5
17097,Tanjung Batu,XX,XX,5
26095,Parras de la Fuente,XX,XX,5
15584,Santa Clara (Cuba),XX,XX,5
19413,Lake Macquarie,XX,XX,5
17060,Tallmadge,XX,XX,5
23782,Carmen (Bohol),XX,XX,5
25504,Alchevsk,XX,XX,5
6075,Mount Hood and Columbia Gorge,XX,XX,5
20306,Lackawanna,XX,XX,5
26316,Byurakan,XX,XX,5
25827,Fugar,XX,XX,5
20288,Durtal,XX,XX,5
26202,Merlin,XX,XX,5
16687,St. Mary,XX,XX,5
21871,Calbiga,PH,PH,5
21113,Payette-Fruitland,XX,XX,5
19310,Krka National Park,XX,XX,5
23910,Marigot (Dominica),XX,XX,5
26030,Arikok National Park,XX,XX,5
28269,Stock Island,XX,XX,5
24907,Olompali–Petaluma–Sonoma historic parks,XX,XX,5
23130,Larkspur and Corte Madera,XX,XX,5
25896,Nafada,XX,XX,5
27689,Tumbarumba,XX,XX,5
26495,Wenchi,XX,XX,5
26815,Panshet,XX,XX,5
25767,Ibeno,XX,XX,5
26941,Nousiainen,FI,FI,5
26817,Butler Beach,XX,XX,5
15223,Safety Harbor,XX,XX,5
18051,Vashon Island,XX,XX,5
17867,Umm Salal Mohammed,XX,XX,5
25627,Chobhar,XX,XX,5
27259,Mažeikiai,XX,XX,5
21041,Săpânța,RO,RO,5
26607,San Joaquín (Querétaro),XX,XX,5
26079,Yarra Ranges National Park,XX,XX,5
28352,Sumberlawang,XX,XX,5
21485,Bhandarej,XX,XX,5
26211,Keitele,FI,FI,5
24060,Matapédia,XX,XX,5
21609,Hanseatic League,XX,XX,5
23115,White Sands (Vanuatu),XX,XX,5
20524,Mohenjo-daro,XX,XX,5
11353,Malda,XX,XX,5
26942,Hirvensalmi,XX,XX,5
27396,Candelaria Caves National Park,XX,XX,5
21101,Balmazújváros,XX,XX,5
22193,South Ronaldsay,XX,XX,5
26795,Pravets,XX,XX,5
19522,Diving the Alderman Islands,NZ,NZ,5
25566,Bushnell's Basin,XX,XX,5
27408,Spotsylvania,XX,XX,5
28030,Hojancha,XX,XX,5
24193,Sultan Eshkashim,XX,XX,5
27304,Pazardzhik,XX,XX,5
26736,Omitlán,XX,XX,5
16459,Southern Paraneña,XX,XX,5
26264,Minganie,CA,CA,4
27161,Korean palaces,CN,CN,4
21274,Church Bay (Anglesey),XX,XX,4
24751,Lagos City/Lagos Island,XX,XX,4
23591,Kettle Falls,XX,XX,4
28037,Menfi,XX,XX,4
19652,Mangilao,XX,XX,4
18042,Vardenis,XX,XX,4
26547,Reggane,XX,XX,4
22401,Canton-Massillion Metropolitan Area,XX,XX,4
27290,Maarat al-Numan,XX,XX,4
23923,Kumana National Park,XX,XX,4
20762,Pacitan,XX,XX,4
22969,Sangla Hill,XX,XX,4
23032,Bengtskär,FI,FI,4
11063,Los Alamitos,XX,XX,4
19924,Kalka,XX,XX,4
25939,Upenekang,XX,XX,4
20991,Bardsey Island,XX,XX,4
26978,Ajingi,XX,XX,4
25400,Santa Isabel (Puerto Rico),XX,XX,4
22568,Orania,XX,XX,4
27559,Ringim,XX,XX,4
27198,Sobrance,XX,XX,4
25931,Dadin Kowa,XX,XX,4
15465,Sand Springs,XX,XX,4
27531,Mount Sibayak,ID,ID,4
26160,Arturo Merino Benítez International Airport,CL,CL,4
8949,Mid-Hudson and Catskills,XX,XX,4
15103,Rosh Haniqra,XX,XX,4
25967,Idoani,XX,XX,4
27536,Immokalee,XX,XX,4
16446,Southern Barbados,XX,XX,4
22052,Paranas,PH,PH,4
25109,Katsina-ala,XX,XX,4
27719,Dhanyakuria,XX,XX,4
28124,Pakur,XX,XX,4
26573,Janakkala,XX,XX,4
22092,Isla Carenero,XX,XX,4
12319,Mount Carmel Junction,XX,XX,4
27314,Tarana,XX,XX,4
17851,Ullal,XX,XX,4
28088,West Sundarbans,XX,XX,4
25983,Iyin Ekiti,XX,XX,4
27301,Salcoatitán,XX,XX,4
25554,Saint-Léon-le-Grand,XX,XX,4
26483,Parikkala,RU,RU,4
27133,Pomorie,XX,XX,4
26748,Paragliding in Kosovo,XX,XX,4
20749,Kotdwar,XX,XX,4
20303,North Tonawanda,XX,XX,4
18875,Yala National Park,XX,XX,4
24122,Defiance,XX,XX,4
15239,Saharan Algeria,XX,XX,4
26356,Morne Seychellois National Park,AU,AU,4
25586,Andro,XX,XX,4
26929,Pielavesi,FI,FI,4
17148,Tassili n'Ajjer Cultural Park,XX,XX,4
6668,Tian Song Pi Agricultural Leisure Area,XX,XX,4
16311,Snow Canyon State Park,XX,XX,4
20885,Llansteffan,XX,XX,4
25545,Hartz Mountains National Park,XX,XX,4
23651,Tarnobrzeg,XX,XX,4
26433,Grand Anse,XX,XX,4
15949,Sewanee,XX,XX,4
22590,Inland of Finland Proper,FI,FI,4
21143,Maragheh,XX,XX,4
15997,Sharpsburg,XX,XX,4
23298,Kaithal,XX,XX,4
16028,Shelter Island,XX,XX,4
25646,Newcomerstown,XX,XX,4
18718,Windward Coast (Oahu),XX,XX,4
28012,Nin,XX,XX,4
24154,Akhalkalaki,XX,XX,4
15586,Santa Clarita,XX,XX,4
25543,Mole Creek Karst National Park,XX,XX,4
21384,Fouman,XX,XX,4
19210,Lake Park,XX,XX,4
17061,Talofofo,XX,XX,4
20548,San Juan Bautista,XX,XX,4
15568,San Ramon (Costa Rica),XX,XX,4
27899,Sant Feliu de Llobregat,XX,XX,4
26694,Pleasant Bay,XX,XX,4
21985,Santa Teresa Gallura,XX,XX,4
22893,Fenelon Falls,XX,XX,4
11637,Matale,XX,XX,4
26888,Liperi,XX,XX,4
27147,L'Esquirol,XX,XX,4
19316,Arillas,XX,XX,4
25464,Bungonia National Park,XX,XX,4
24811,Narashino,XX,XX,4
28416,Bytča,XX,XX,4
26415,Pozantı,XX,XX,4
15365,Sallisaw,XX,XX,4
21311,Malbazar,IN,IN,4
26539,Dekina,XX,XX,4
22733,Wroxham and Hoveton,XX,XX,4
24342,Hagerman,XX,XX,4
27548,Skykomish Valley,XX,XX,4
23920,Frankenstein,XX,XX,4
24212,Brackley Beach-Stanhope,XX,XX,4
17337,Thompson Falls,XX,XX,4
26448,Arthur-Pieman Conservation Area,AR,AR,4
20216,Allenhurst,XX,XX,4
27879,Kandos,XX,XX,4
18847,Xiandu,XX,XX,4
27716,Mandeville (Jamaica),XX,XX,4
24011,Driving in Japan,JP,JP,4
26935,Alavieska,XX,XX,4
27129,Juodkrantė,XX,XX,4
25683,Ilawe-Ekiti,XX,XX,4
18697,Wilsons Promontory National Park,XX,XX,4
25970,Numan,XX,XX,4
17662,Trinidad (Paraguay),XX,XX,4
26469,Raghunathpur,XX,XX,4
27523,Scott Pilgrim locations,CA,CA,4
15462,Sandoyar,XX,XX,4
26887,Juuka,XX,XX,4
26200,Sanamahism,XX,XX,4
19941,Dubai International Airport,XX,XX,4
25995,Volcan,XX,XX,4
18734,Winter Harbor,XX,XX,4
25667,Okeho,XX,XX,4
24044,Balayan,XX,XX,4
25553,Saint-Sévère,XX,XX,4
25494,Szigetújfalu,XX,XX,4
25653,Ewu,XX,XX,4
23909,Menthon St. Bernard,XX,XX,4
24014,Ruifang,XX,XX,4
19453,Cumberland Falls State Resort Park,XX,XX,4
