"destino_id","destino_nome","pais_encontrado","hotel_count","classificacao","acao","prioridade_acao","latitude","longitude","motivo"
"27010","Tayug","Philippines","13","real","manter","","16.0275524","120.7443637","lugar (/administrative, imp=0.39)"
"27870","Falset","Spain","13","real","manter","","41.1450982","0.8196237","lugar (/administrative, imp=0.50)"
"21097","San Francisco International Airport","United States","13","real","manter","","37.622452","-122.3839894","lugar (/aerodrome, imp=0.55)"
"12356","Mount Rainier National Park","United States","13","real","manter","","46.854338","-121.7063343","lugar (/nature_reserve, imp=0.51)"
"26468","Sragen","Indonesia","13","real","manter","","-7.3924563","110.9530232","lugar (/administrative, imp=0.45)"
"27533","Binjai","Indonesia","13","real","manter","","3.6063964","98.4899865","lugar (/administrative, imp=0.47)"
"26535","Sidoarjo","East Java","13","real","manter","","-7.4539769","112.6593869","lugar (/administrative, imp=0.50)"
"23717","Banda Neira","Indonesia","13","real","manter","","-4.5212958","129.9044246","lugar (/aerodrome, imp=0.39)"
"24435","Valemount","Canada","13","real","manter","","52.8315124","-119.280579","lugar (/administrative, imp=0.46)"
"22772","Llantrisant","United Kingdom","13","real","manter","","51.5412874","-3.3747857","lugar (/town, imp=0.42)"
"16238","Sitapur","India","13","real","manter","","27.5026748","80.8335139","lugar (/administrative, imp=0.58)"
"26220","Saint-Denis-sur-Richelieu","Canada","13","real","manter","","45.7861328","-73.1571717","lugar (/administrative, imp=0.34)"
"27140","Amer","Spain","13","real","manter","","42.0092186","2.6030327","lugar (/administrative, imp=0.52)"
"15429","San Bruno","United States","13","real","manter","","37.6248536","-122.4145986","lugar (/administrative, imp=0.50)"
"27254","Kyustendil","Bulgaria","13","real","manter","","42.3349427","22.8884116","lugar (/administrative, imp=0.59)"
"18314","Walcha","Australia","13","real","manter","","-31.1975806","151.7491266","lugar (/administrative, imp=0.44)"
"24357","Skopje/Matka Canyon","North Macedonia","13","real","manter","","41.9504542","21.2993511","lugar (/attraction, imp=0.35)"
"26291","Payakumbuh","Indonesia","13","real","manter","","-0.2242687","100.6319419","lugar (/administrative, imp=0.44)"
"23854","Himarë","Albania","13","real","manter","","40.102163","19.7472977","lugar (/administrative, imp=0.47)"
"17784","Tuvalu","Tuvalu","13","real","manter","","-8.6405212","179.1582918","lugar (/administrative, imp=0.66)"
"16501","Southwest Harbor","United States","13","real","manter","","44.2797546","-68.3259069","lugar (/administrative, imp=0.39)"
"24205","Wood Islands","Canada","13","real","manter","","45.9640962","-62.7512546","lugar (/administrative, imp=0.19)"
"18525","Western Galilee","South Africa","13","real","manter","","-34.076921","18.4671495","lugar pequeno (/residential, imp=0.05)"
"28311","Mandalika","Indonesia","13","real","manter","","-8.5991485","116.1514574","lugar (/village, imp=0.16)"
"26540","Aléria","France","13","real","manter","","42.1135718","9.5144732","lugar (/administrative, imp=0.55)"
"27490","Razgrad","Bulgaria","13","real","manter","","43.6394793","26.7022408","lugar (/administrative, imp=0.59)"
"18917","Yarra Valley","Australia","13","real","manter","","-37.7549851","145.522537","lugar (/region, imp=0.16)"
"28010","Marettimo","Italy","13","real","manter","","37.9691201","12.0587426","lugar (/island, imp=0.40)"
"11548","Marina del Rey","United States","13","real","manter","","33.9776848","-118.448647","lugar (/town, imp=0.51)"
"24189","Yuanshan","Taiwan","13","real","manter","","24.743183","121.723372","lugar (/administrative, imp=0.41)"
"24061","Shuangxi","Taiwan","13","real","manter","","25.033409","121.865676","lugar (/administrative, imp=0.45)"
"23487","Kfar Saba","Israel","13","real","manter","","32.1773471","34.907459","lugar (/administrative, imp=0.57)"
"25359","Batiscan","Canada","13","real","manter","","46.496029","-72.250557","lugar (/administrative, imp=0.40)"
"20167","Garh Panchkot","India","13","real","manter","","31.219303","76.139466","POI real (photon: amenity/clinic)"
"27980","Val di Mazara Wine Region","United States","13","real","manter","","41.3327453","-73.0802216","POI com nome correspondente (photon: shop/alcohol)"
"24027","Taishan District","China","13","real","manter","","36.1930772","117.1289741","lugar (/administrative, imp=0.45)"
"20858","Arlington National Cemetery","United States","13","real","manter","","38.8785384","-77.0691117","lugar (/cemetery, imp=0.62)"
"25520","Tong","United Kingdom","13","real","manter","","58.2437344","-6.3494664","lugar (/village, imp=0.39)"
"22999","Karlsöarna","Sverige","13","real","manter","","58.8633187","13.8692225","lugar (photon: place/island)"
"27297","Ahuachapan","El Salvador","13","real","manter","","13.8634993","-89.9273861","lugar (/administrative, imp=0.43)"
"28437","Alta Via 2","Italia","13","real","manter","","45.7428249","10.3438344","POI real (photon: amenity/townhall)"
"22504","Standing Rock","United States","13","real","manter","","33.0814162","-85.2439059","lugar (/census, imp=0.43)"
"24714","Beigang","Taiwan","13","real","manter","","23.575525","120.302393","lugar (/administrative, imp=0.43)"
"16193","Simunjan","Malaysia","13","real","manter","","1.3609323","110.8383263","lugar (/administrative, imp=0.47)"
"26873","Kurikka","Finland","13","real","manter","","62.6171778","22.3992088","lugar (/administrative, imp=0.48)"
"26497","Bibiani","Ghana","12","real","manter","","6.452944","-2.314959","lugar (/town, imp=0.16)"
"23771","Devils Marbles Conservation Reserve","Australia","12","real","manter","","-20.5661878","134.291732","lugar pequeno (/nature_reserve, imp=0.08)"
"25339","Lac-Édouard","Democratic Republic of the Congo","12","real","manter","","-0.388979","29.5939421","lugar (/lake, imp=0.47)"
"26140","Kaltungo","Nigeria","12","real","manter","","9.8269458","11.4361064","lugar (/administrative, imp=0.29)"
"28199","Ahualulco","Mexico","12","real","manter","","22.4725329","-101.1993321","lugar (/administrative, imp=0.37)"
"26261","Aguanish","Canada","12","real","manter","","50.22349","-62.0861476","lugar (/administrative, imp=0.39)"
"17622","Trashigang","Bhutan","12","real","manter","","27.2843778","91.5742509","lugar (/administrative, imp=0.47)"
"25386","Barranquitas","United States","12","real","manter","","18.2008825","-66.3083474","lugar (/administrative, imp=0.46)"
"15441","Sancti Spíritus","Spain","12","real","manter","","40.7054616","-6.4005474","lugar (/administrative, imp=0.55)"
"25721","Azare","Nigeria","12","real","manter","","11.6729045","10.1918308","lugar (/town, imp=0.16)"
"11085","Los Olivos","Peru","12","real","manter","","-11.9659853","-77.0730713","lugar (/administrative, imp=0.41)"
"22868","Little Valley","United States","12","real","manter","","42.252563","-78.80559","lugar (/administrative, imp=0.46)"
"26429","Marieville","Canada","12","real","manter","","45.4314173","-73.1637449","lugar (/administrative, imp=0.38)"
"19583","Ramanattukara","India","12","real","manter","","11.1780876","75.8656196","lugar (/town, imp=0.40)"
"15825","Diving in the British Virgin Islands","British Virgin Islands","12","real","manter","","18.3318356","-64.6288393","lugar (photon: place/islet)"
"23441","Marvel Cinematic Universe","조선민주주의인민공화국","12","real","manter","","39.0173326","125.7912902","POI real (photon: amenity/university)"
"27811","Sort","Spain","12","real","manter","","42.4114509","1.1298362","lugar (/administrative, imp=0.52)"
"28319","Hechuan","China","12","real","manter","","30.114851","106.307925","lugar (/administrative, imp=0.49)"
"25063","Omu-Aran","Nigeria","12","real","manter","","8.1385895","5.101326","lugar (/town, imp=0.16)"
"18916","Yarragon","Australia","12","real","manter","","-38.186209","146.0859833","lugar (/administrative, imp=0.26)"
"25523","Repentigny","France","12","real","manter","","49.2051901","0.045701","lugar (/administrative, imp=0.59)"
"17343","Thong Sala","Thailand","12","real","manter","","9.7105585","99.9863772","lugar (/village, imp=0.12)"
"25230","Areni","Armenia","12","real","manter","","39.7272242","45.1883125","lugar (/village, imp=0.41)"
"21082","Sainte-Anne-des-Monts","Canada","12","real","manter","","49.1263278","-66.4849502","lugar (/administrative, imp=0.37)"
"17764","Turkestan","Kazakhstan","12","real","manter","","43.3019457","68.2703698","lugar (/city, imp=0.51)"
"26287","Rivière-aux-Outardes","Canada","12","real","manter","","50.270752","-68.8564017","lugar (/administrative, imp=0.33)"
"23914","Vilanova i la Geltrú","Spain","12","real","manter","","41.2241992","1.7256327","lugar (/administrative, imp=0.57)"
"26352","Mogo","Australia","12","real","manter","","-35.7830222","150.1426078","lugar (/administrative, imp=0.33)"
"26745","Koplik","Albania","12","real","manter","","42.2112922","19.437214","lugar (/administrative, imp=0.45)"
"26558","Orimattila","Finland","12","real","manter","","60.805137","25.7333558","lugar (/administrative, imp=0.48)"
"25984","Zec des Martres","Canada","12","real","manter","","47.7748982","-70.6321365","lugar (/nature_reserve, imp=0.23)"
"17938","Uvalde","United States","12","real","manter","","29.300357","-99.7733181","lugar (/administrative, imp=0.59)"
"19215","Columbia Falls","United States","12","real","manter","","48.3697168","-114.191582","lugar (/administrative, imp=0.44)"
"22683","Tapak Tuan","Indonesia","12","real","manter","","3.257818","97.1807014","lugar (/administrative, imp=0.32)"
"28153","Dongtai","China","12","real","manter","","32.8705885","120.3153607","lugar (/administrative, imp=0.46)"
"23406","Scano di Montiferro","Italy","12","real","manter","","40.2163299","8.584092","lugar (/administrative, imp=0.52)"
"21140","El Verano","United States","12","real","manter","","38.297128","-122.4919643","lugar (/census, imp=0.39)"
"16323","Soc Trang","Vietnam","12","real","manter","","9.3203771","106.1059371","lugar (/historic, imp=0.51)"
"25570","Székesfehérvár district","Magyarország","12","real","manter","","47.1910169","18.410811","nao encontrado; classificado como real (provavelmente existe); coords via photon"
"15001","Roatán","Honduras","12","real","manter","","16.3490211","-86.4977513","lugar (/island, imp=0.45)"
"27387","Perris","United States","12","real","manter","","33.7818729","-117.2298477","lugar (/administrative, imp=0.50)"
"19120","Zoar","United States","12","real","manter","","40.6142286","-81.4223375","lugar (/administrative, imp=0.41)"
"17707","Tskhinvali","South Ossetia","12","real","manter","","42.2256645","43.9700211","lugar (/administrative, imp=0.56)"
"19546","Iron Range","Australia","12","real","manter","","-12.6830266","143.3298236","lugar (/administrative, imp=0.28)"
"17214","Telegraph Cove","Canada","12","real","manter","","50.5474331","-126.831394","lugar (/hamlet, imp=0.30)"
"20650","Sandstone","United States","12","real","manter","","46.1310598","-92.8674231","lugar (/administrative, imp=0.47)"
"24034","Valbona Valley National Park","Albania","12","real","manter","","42.4509165","20.0198514","lugar (/valley, imp=0.33)"
"21445","Kakamega Rainforest","Kenya","12","real","manter","","0.2833","34.75","nao encontrado; classificado como real (provavelmente existe); coords via photon"
"22914","Jvari","Georgia","12","real","manter","","42.7175724","42.0496433","lugar (/town, imp=0.43)"
"27907","Nambucca Heads","Australia","12","real","manter","","-30.6449458","152.9924524","lugar (/administrative, imp=0.36)"
"27199","Trebišov","Slovakia","12","real","manter","","48.6286222","21.7201711","lugar (/administrative, imp=0.52)"
"21801","Sumbawanga","Tanzania","12","real","manter","","-7.9523861","31.6231898","lugar (/city, imp=0.37)"
"24514","Kitwanga","Canada","12","real","manter","","55.100373","-128.067627","lugar (/town, imp=0.16)"
"24373","Bantul","Indonesia","12","real","manter","","-7.8982543","110.3855534","lugar (/administrative, imp=0.46)"
"22434","Liptovska Mara","Slovakia","12","real","manter","","49.1089404","19.5198581","lugar (/reservoir, imp=0.40)"
"21574","Ocean liners","Philippines","12","real","manter","","14.640921","120.959721","POI com nome correspondente (photon: office/company)"
"21264","Varzaneh","Iran","12","real","manter","","33.5425225","50.5000292","lugar (/administrative, imp=0.49)"
"26895","Lappeenranta countryside","Suomi","11","real","manter","","61.0583417","28.1862293","nao encontrado; classificado como real (provavelmente existe); coords via photon"
"27745","Lapplandsleden","Sverige","11","real","manter","","65.7369837","14.617372","estrada/percurso (photon: highway/path)"
"16984","Tacuarembó","Uruguay","11","real","manter","","-32.166667","-55.5","lugar (/administrative, imp=0.48)"
"21599","Neubrandenburg","Germany","11","real","manter","","53.5574458","13.2602781","lugar (/administrative, imp=0.58)"
"16622","St Buryan","United Kingdom","11","real","manter","","50.0750544","-5.6203892","lugar (/village, imp=0.15)"
"25976","Saint-Leu","France","11","real","manter","","-21.1677694","55.2881932","lugar (/administrative, imp=0.44)"
"25866","Ilara-Mokin","Nigeria","11","real","manter","","7.3496824","5.1131915","lugar (/village, imp=0.15)"
"26707","Sombor","Serbia","11","real","manter","","45.7727397","19.1147036","lugar (/administrative, imp=0.57)"
"25781","Abak","Nigeria","11","real","manter","","5.0040731","7.7956668","lugar (/administrative, imp=0.31)"
"25934","Akko (Gombe)","Nigeria","11","real","manter","","10.1003094","11.0028596","lugar (/administrative, imp=0.30)"
"20783","Júzcar","Spain","11","real","manter","","36.6255785","-5.1708129","lugar (/administrative, imp=0.49)"
"25885","Gbongan","Nigeria","11","real","manter","","7.466667","4.35","lugar (/village, imp=0.15)"
"24162","Guigang","China","11","real","manter","","23.3594346","110.0412939","lugar (/administrative, imp=0.53)"
"20967","Maldonado","Uruguay","11","real","manter","","-34.9087162","-54.9582718","lugar (/administrative, imp=0.51)"
"24664","Mostaganem","Algeria","11","real","manter","","35.928808","0.089978","lugar (/administrative, imp=0.51)"
"27013","Sivrihisar","Turkey","11","real","manter","","39.4510335","31.5367967","lugar (/administrative, imp=0.42)"
"27082","Sant Feliu de Guíxols","Spain","11","real","manter","","41.7838827","3.0283195","lugar (/administrative, imp=0.54)"
"26747","Vau i Dejës","Albania","11","real","manter","","42.0074511","19.6399825","lugar (/administrative, imp=0.44)"
"27105","Parc del Garraf","Spain","11","real","manter","","41.290656","1.8781997","lugar (/nature_reserve, imp=0.28)"
"18236","Volcano Village","United States","11","real","manter","","19.4255974","-155.2329445","POI com nome correspondente (photon: building/hotel)"
"23026","Central Gran Canaria","España","11","real","manter","","28.1013878","-15.4458096","lugar (photon: place/suburb)"
"19982","O.R. Tambo International Airport","South Africa","11","real","manter","","-26.1360131","28.244977","lugar (/aerodrome, imp=0.53)"
"24133","Carraroe","Ireland","11","real","manter","","53.2634208","-9.5997478","lugar (/village, imp=0.15)"
"23459","Arslanbob","Kyrgyzstan","11","real","manter","","41.337249","72.9287274","lugar (/town, imp=0.27)"
"25834","Ibokun","Nigeria","11","real","manter","","7.783333","4.716667","lugar (/village, imp=0.15)"
"25086","Ilaro","Nigeria","11","real","manter","","6.886528","3.020501","lugar (/town, imp=0.16)"
"21141","Sarnico","Italy","11","real","manter","","45.6701431","9.9635127","lugar (/administrative, imp=0.58)"
"27376","Griswold","United States","11","real","manter","","41.2347873","-95.1415002","lugar (/administrative, imp=0.46)"
"27544","Durga Puja","India","11","real","manter","","25.3829122","81.8736399","lugar pequeno (/park, imp=0.08)"
"17329","Thirukkarugavur","India","11","real","manter","","10.8691542","79.2761338","POI real (photon: amenity/place_of_worship)"
"25961","Njobbore","Nigeria","11","real","manter","","9.3","12.483333","lugar (/village, imp=0.15)"
"26158","South Penghu Marine National Park","South Africa","11","real","manter","","-34.1543191","18.4970124","lugar (photon: boundary/protected_area)"
"17998","Valley View","United States","11","real","manter","","33.4881671","-97.1650129","lugar (/administrative, imp=0.47)"
"26280","Godbout","Canada","11","real","manter","","49.323332","-67.59613","lugar (/administrative, imp=0.33)"
"26405","Klaten","Indonesia","11","real","manter","","-7.6732387","110.6284785","lugar (/administrative, imp=0.50)"
"27219","Horna Orava","Slovakia","11","real","manter","","49.2419258","19.3442806","lugar (/protected_area, imp=0.38)"
"18444","Wayland","United States","11","real","manter","","42.3632063","-71.3606721","lugar (/administrative, imp=0.46)"
"18879","Yalta","Ukraine","11","real","manter","","44.4987874","34.1689358","lugar (/town, imp=0.60)"
"20338","Levanzo","Italy","11","real","manter","","38.0026418","12.3318337","lugar (/island, imp=0.39)"
"22153","Nichinan","Japan","11","real","manter","","31.6019221","131.3788769","lugar (/administrative, imp=0.48)"
"26081","Orocovis","United States","11","real","manter","","18.2206007","-66.4345612","lugar (/administrative, imp=0.46)"
"25713","Starke","United States","11","real","manter","","41.2753164","-86.6457565","lugar (/administrative, imp=0.53)"
"26268","Rivière-Saint-Jean","Canada","11","real","manter","","47.2367427","-68.6640055","lugar (photon: waterway/river)"
"25940","Efon-Alaaye","Nigeria","11","real","manter","","7.6492989","4.9196673","lugar (photon: place/village)"
"18029","Van Horn","United States","11","real","manter","","31.0429718","-104.831628","lugar (/administrative, imp=0.52)"
"25451","Notre-Dame-du-Mont-Carmel","Canada","11","real","manter","","46.4916934","-72.6573131","lugar (/administrative, imp=0.39)"
"26089","Martvili","Georgia","11","real","manter","","42.4144214","42.3801746","lugar (/town, imp=0.46)"
"10263","Kuala Kangsar","Malaysia","11","real","manter","","4.7720713","100.9408776","lugar (/city, imp=0.48)"
"24890","Walgett","Australia","11","real","manter","","-29.7882659","148.2389866","lugar (/administrative, imp=0.43)"
"16592","Standish","United States","11","real","manter","","43.983076","-83.95888","lugar (/administrative, imp=0.45)"
"17054","Talin","Estonia","11","real","manter","","59.437242","24.7572693","lugar (/administrative, imp=0.73)"
"25503","Suleja","Nigeria","11","real","manter","","9.2081657","7.1871897","lugar (/administrative, imp=0.35)"
"25724","Oba","France","11","real","manter","","48.3201921","4.1905397","lugar (/administrative, imp=0.66)"
"27847","Balaguer","Spain","11","real","manter","","41.7896408","0.8050711","lugar (/administrative, imp=0.55)"
"26626","Gicumbi","Rwanda","11","real","manter","","-1.5792052","30.0677684","lugar (/administrative, imp=0.37)"
"27730","Miles","United States","11","real","manter","","42.048079","-90.3147794","lugar (/administrative, imp=0.46)"
"15128","Rottingdean","United Kingdom","11","real","manter","","50.8034109","-0.0572093","lugar (/administrative, imp=0.41)"
"22949","Searchlight","United States","11","real","manter","","35.481282","-114.9195834","lugar (/census, imp=0.42)"
"22379","Troutdale","United States","11","real","manter","","45.5392862","-122.3873133","lugar (/administrative, imp=0.43)"
"21696","Cloghane","Ireland","11","real","manter","","52.2349101","-10.1822504","lugar (/village, imp=0.15)"
"26402","Bichi","Russia","11","real","manter","","56.886299","28.0054","lugar (/hamlet, imp=0.38)"
"26156","Mount Merbabu National Park","Indonesia","11","real","manter","","-7.4524377","110.4408198","lugar (/volcano, imp=0.44) (nome limpo)"
"25897","Binji","Nigeria","11","real","manter","","13.2095387","4.7694358","lugar (/administrative, imp=0.29)"
"27835","Tàrrega","Spain","11","real","manter","","41.6472761","1.1409115","lugar (/administrative, imp=0.54)"
"22715","Damyang","South Korea","11","real","manter","","35.320878","126.9883238","lugar (/administrative, imp=0.48)"
"27955","Ecuador national parks","United States","11","real","manter","","41.7805694","-124.1033451","lugar (photon: boundary/protected_area)"
"24716","Karabakh","Azerbaijan","10","real","manter","","39.9534796","47.0541746","lugar (/state, imp=0.29)"
"28250","Payson","United States","10","real","manter","","39.8169907","-91.2423657","lugar (/administrative, imp=0.46)"
"20765","Ranipur","Pakistan","10","real","manter","","27.287029","68.50438","lugar (/town, imp=0.16)"
"25015","Old Oyo National Park","Nigeria","10","real","manter","","7.4180038","3.9018371","lugar pequeno (/park, imp=0.08) (nome limpo)"
"24744","Alaminos (Laguna)","Philippines","10","real","manter","","14.0650417","121.2463809","lugar (/administrative, imp=0.39)"
"21233","Tarui","Japan","10","real","manter","","35.3710254","136.5289757","lugar (/administrative, imp=0.45)"
"28378","Sindoro-Sumbing","Indonesia","10","real","manter","","-7.3754675","109.8982169","POI real (photon: tourism/hotel)"
"22867","Cattaraugus","United States","10","real","manter","","42.2234823","-78.6477096","lugar (/administrative, imp=0.55)"
"27005","Manaoag","Philippines","10","real","manter","","16.0435664","120.4873292","lugar (/administrative, imp=0.41)"
"22264","Land of the Red Rocks","Canada","10","real","manter","","45.3478811","-64.8280564","lugar (photon: natural/water)"
"27611","Fengbin","Taiwan","10","real","manter","","23.59857","121.5221082","lugar (/administrative, imp=0.41)"
"23023","Southern Gran Canaria","España","10","real","manter","","27.9580004","-15.6062305","lugar (photon: place/island)"
"25953","Joggins","Canada","10","real","manter","","45.6925999","-64.4440525","lugar (/administrative, imp=0.19)"
"19264","Petralia Sottana","Italy","10","real","manter","","37.8082253","14.0925134","lugar (/administrative, imp=0.51)"
"27171","Calkini","Mexico","10","real","manter","","20.53138","-90.3607788","lugar (/administrative, imp=0.37)"
"18428","Waterville Valley","United States","10","real","manter","","43.9496312","-71.5056972","lugar (/administrative, imp=0.46)"
"27809","Tremp","Spain","10","real","manter","","42.1669782","0.8950137","lugar (/administrative, imp=0.55)"
"10337","Ku-ring-gai Chase National Park","Australia","10","real","manter","","-33.6282265","151.2293535","lugar (/nature_reserve, imp=0.47)"
"24717","Dounan","Taiwan","10","real","manter","","23.6726985","120.481102","lugar (/station, imp=0.40)"
"18435","Wau (South Sudan)","South Sudan","10","real","manter","","7.7001398","27.9909335","lugar (/city, imp=0.44)"
"25231","Schmallenberg","Germany","10","real","manter","","51.1525937","8.2836014","lugar (/administrative, imp=0.49)"
"23186","Kpalime","Togo","10","real","manter","","6.9106565","0.6323982","lugar (/city, imp=0.38)"
"17866","Umm al Quwain","United Arab Emirates","10","real","manter","","25.5144944","55.718292","lugar (/administrative, imp=0.48)"
"25703","Tigers","Sverige","10","real","manter","","62.1997912","16.0878078","lugar (photon: place/isolated_dwelling)"
"16897","Sveti Stefan","Montenegro","10","real","manter","","42.2556515","18.89695","lugar (/administrative, imp=0.42)"
"24239","Vonyarcvashegy","Hungary","10","real","manter","","46.7641925","17.3095703","lugar (/administrative, imp=0.50)"
"24078","Borden-Carleton","Canada","10","real","manter","","46.2533283","-63.6931751","lugar (/administrative, imp=0.43)"
"26496","Agona","Ghana","10","real","manter","","6.9327369","-1.4900327","lugar (/town, imp=0.16)"
"15212","Sabinal","United States","10","real","manter","","29.3214163","-99.4683805","lugar (/administrative, imp=0.46)"
"21289","Shardlow","United Kingdom","10","real","manter","","52.8695464","-1.3531504","lugar (/village, imp=0.33)"
"26377","Southern Ocean County","United States","10","real","manter","","39.7154583","-74.290577","POI real (photon: amenity/animal_shelter)"
"27789","Montblanc","France","10","real","manter","","43.3958648","3.3672892","lugar (/administrative, imp=0.55)"
"23358","Talisay (Cebu)","Philippines","10","real","manter","","10.2430205","123.8488245","lugar (/city, imp=0.47)"
"27250","Nymburk","Czechia","10","real","manter","","50.1852696","15.0414543","lugar (/administrative, imp=0.55)"
"26265","Baie-Johan-Beetz","Canada","10","real","manter","","50.289411","-62.8063611","lugar (/administrative, imp=0.39)"
"11421","Mandya","India","10","real","manter","","12.6368939","76.7275477","lugar (/administrative, imp=0.49)"
"11514","Marausa","Italy","10","real","manter","","37.9404259","12.5103908","lugar (/village, imp=0.35)"
"25453","Zec Jeannotte","Canada","10","real","manter","","47.4023812","-72.2551215","lugar (/nature_reserve, imp=0.19)"
"27202","Allegany State Park","United States","10","real","manter","","42.0751582","-78.7643452","lugar (/nature_reserve, imp=0.40)"
"22754","Gurjaani","Georgia","10","real","manter","","41.7463818","45.7946722","lugar (/town, imp=0.46)"
"26322","Guptipara","India","10","real","manter","","23.1969311","88.4182167","lugar (/station, imp=0.35)"
"20692","Alaminos","Spain","10","real","manter","","40.8633363","-2.7259879","lugar (/administrative, imp=0.55)"
"22716","Tankavaara","Finland","10","real","manter","","68.1810406","27.0984597","lugar (/village, imp=0.24)"
"28310","Pabellón de Arteaga","Mexico","10","real","manter","","22.1049335","-102.3016245","lugar (/administrative, imp=0.39)"
"28328","Nanchuan","China","10","real","manter","","29.1521509","107.1827786","lugar (/administrative, imp=0.46)"
"26486","Contai","India","10","real","manter","","21.7805923","87.7448286","lugar (/town, imp=0.43)"
"11210","Maasai Mara National Reserve","Kenya","10","real","manter","","-1.4881431","35.1054095","lugar (photon: leisure/nature_reserve)"
"20166","Kings Langley","United Kingdom","10","real","manter","","51.7135573","-0.4503027","lugar (/administrative, imp=0.43)"
"24311","Santana core","Singapore","10","real","manter","","1.2758632","103.8461269","POI com nome correspondente (photon: shop/electronics)"
"27626","South Stradbroke Island","Australia","10","real","manter","","-27.8357175","153.4192648","lugar (/island, imp=0.38)"
"22577","Salar de Uyuni","Bolivia","10","real","manter","","-20.2042644","-67.5149954","lugar (photon: natural/wetland)"
"25393","Corozal (Puerto Rico)","United States","10","real","manter","","18.3043878","-66.3289186","lugar (/administrative, imp=0.47)"
"25728","Doral","United States","10","real","manter","","25.8195424","-80.3553302","lugar (/administrative, imp=0.49)"
"23021","Jinshan (New Taipei)","Taiwan","10","real","manter","","25.221883","121.6361852","lugar (/administrative, imp=0.46)"
"13014","North Canton","United States","10","real","manter","","40.875891","-81.4023356","lugar (/administrative, imp=0.40)"
"23615","Warwick Parish","Bermuda","10","real","manter","","32.2680924","-64.8032414","lugar (/administrative, imp=0.36)"
"27692","Marinette","United States","10","real","manter","","45.3834983","-88.0409574","lugar (/administrative, imp=0.53)"
"17062","Talysh Region","Singapore","10","real","manter","","1.3025211","103.8353202","ambiguo (photon: shop/department_store); classificado como real (provavelmente existe)"
"25354","Saint-Narcisse","Canada","10","real","manter","","46.564054","-72.472","lugar (/administrative, imp=0.32)"
"19381","Bearsden","United Kingdom","10","real","manter","","55.920461","-4.3332046","lugar (/town, imp=0.40)"
"26498","Nalerigu","Ghana","10","real","manter","","10.525509","-0.370179","lugar (/town, imp=0.16)"
"25768","Eket","Nigeria","10","real","manter","","4.6360066","7.9575416","lugar (/administrative, imp=0.38)"
"23320","Narok","Kenya","10","real","manter","","-1.2779366","35.4774228","lugar (/administrative, imp=0.45)"
"26411","Karanganyar","Indonesia","10","real","manter","","-7.6196965","111.0698003","lugar (/administrative, imp=0.46)"
"21425","Valmiera","Latvia","10","real","manter","","57.5389148","25.4261688","lugar (/administrative, imp=0.56)"
"26365","Wildlife of Madagascar","Singapore","10","real","manter","","1.4080778","103.782277","lugar (/attraction, imp=0.00)"
"25539","Saint-Barnabé","France","10","real","manter","","48.13725","-2.7027648","lugar (/administrative, imp=0.56)"
"27424","Rakovski","Bulgaria","10","real","manter","","42.2873179","24.9659552","lugar (/administrative, imp=0.49)"
"28268","Omeo","Australia","10","real","manter","","-37.1003991","147.5922462","lugar (/administrative, imp=0.35)"
"28412","Berlanga de Duero","Spain","10","real","manter","","41.4661935","-2.8608847","lugar (/administrative, imp=0.53)"
"26682","Chard","France","10","real","manter","","45.9441103","2.4769863","lugar (/administrative, imp=0.53)"
"26463","Urunga","Australia","10","real","manter","","-30.4983386","153.0166289","lugar (/administrative, imp=0.16)"
"15550","San Miguel (El Salvador)","El Salvador","10","real","manter","","13.4803899","-88.17722","lugar (/administrative, imp=0.47)"
"24450","Janjgir","India","10","real","manter","","22.0090841","82.578896","lugar (/town, imp=0.22)"
"16478","South Luangwa National Park","Zambia","10","real","manter","","-13.0516371","31.5400263","lugar (/nature_reserve, imp=0.35)"
"27843","Boekel","Netherlands","10","real","manter","","51.6059273","5.6991123","lugar (/administrative, imp=0.48)"
"23731","Isulan","Philippines","10","real","manter","","6.6340869","124.5971379","lugar (/town, imp=0.42)"
"25466","Connersville","United States","10","real","manter","","39.6411589","-85.1410748","lugar (/administrative, imp=0.46)"
"20710","Tabuk (Kalinga)","Philippines","10","real","manter","","17.4111502","121.4414409","lugar (/city, imp=0.46)"
"25729","Live Oak","United States","10","real","manter","","28.2678746","-98.101923","lugar (/administrative, imp=0.59)"
"15501","Sangkhla Buri","Thailand","10","real","manter","","15.1548716","98.4518971","lugar (/town, imp=0.16)"
"25902","Ode Omu","Nigeria","10","real","manter","","7.5333264","4.4000009","lugar (/village, imp=0.15)"
"27594","Apsley Falls","Australia","10","real","manter","","-31.0493231","151.7694289","lugar (/waterfall, imp=0.13)"
"18536","West Fargo","United States","10","real","manter","","46.874967","-96.900362","lugar (/administrative, imp=0.49)"
"16440","Southern Tasmania","Australia","10","real","manter","","-42.8518171","147.2983192","lugar pequeno real (baixa importancia no OSM)"
"25299","Natural harbours","Canada","10","real","manter","","45.103128","-66.397214","lugar (photon: leisure/nature_reserve)"
"20850","Roanoke Rapids","United States","10","real","manter","","36.4558016","-77.6573514","lugar (/administrative, imp=0.49)"
"27798","El Pont de Suert","Spain","9","real","manter","","42.4079576","0.7401693","lugar (/administrative, imp=0.52)"
"26092","Overland Track","Australia","9","real","manter","","-54.5991197","158.8960584","estrada/percurso (photon: highway/track)"
