id,nome,pais_code,pais,hotelCount
747,"Hanga-Roa",CL,CL,0
1393,"Pérouges",PT,PT,0
2289,"Cazã",RU,RU,0
819,"Iráklio",GR,GR,0
514,"Costa do Marfim",PT,PT,0
1702,"Santo Tomé",AR,AR,0
340,"Caiena",GF,GF,0
288,"Bordéus",FR,FR,0
687,"Garapan",MX,MX,0
1589,"Rota da Seda",CN,CN,0
921,"Kolonia",DE,DE,0
2012,"Ura",KZ,KZ,0
1793,"Seul",KR,KR,0
796,"Ilhas Colombianas",CO,CO,0
1204,"Nuevo Vallarta",PT,PT,0
475,"Cobija",BO,BO,0
1844,"Surt",LY,LY,0
593,"El Alto",PE,PE,0
2216,"Caminho da Iluminação",PT,PT,0
1596,"Rustemburgo",ZA,ZA,0
1809,"Síria",RO,RO,0
351,"Calcutá",IN,IN,0
2080,"Viajar ecologicamente",PT,PT,0
2806,"Seguro para Viagem",PT,PT,0
2182,"Asten",NL,NL,0
181,"Avinhão",FR,FR,0
253,"Bengasi",LY,LY,0
2079,"Viagens de moto",PT,PT,0
