country_code;country_name;ge_hotels;db_hotels;db_with_coords;db_rejected;db_wrong_country;db_geo_found;difference;ratio;coverage_pct;flags
EG;"EG";1357;1545;1535;0;0;22;188;1.1385;113.85;""
ZA;"ZA";1342;3054;3020;0;0;72;1712;2.2757;227.57;"OVER"
NZ;"NZ";1276;3029;3014;0;0;30;1753;2.3738;237.38;"OVER"
CZ;"CZ";1205;1610;1610;0;0;77;405;1.3361;133.61;""
VN;"VN";1177;1139;1133;0;0;54;-38;0.9677;96.77;""
BG;"BG";1157;568;568;3;0;10;-589;0.4909;49.09;""
PH;"PH";1122;5817;5802;1;0;18;4695;5.1845;518.45;"OVER"
PL;"PL";1078;2977;2977;0;0;0;1899;2.7616;276.16;"OVER"
KR;"KR";1001;4723;4713;0;0;0;3722;4.7183;471.83;"OVER"
CO;"CO";990;1363;1360;0;0;26;373;1.3768;137.68;""
BE;"BE";988;2003;2003;0;0;37;1015;2.0273;202.73;"OVER"
NO;"NO";931;3314;3226;3;0;56;2383;3.5596;355.96;"OVER"
TW;"TW";917;1037;1037;0;0;123;120;1.1309;113.09;""
TN;"TN";837;320;320;0;0;2;-517;0.3823;38.23;""
CY;"CY";807;329;329;0;0;64;-478;0.4077;40.77;""
DO;"DO";772;388;388;0;0;2;-384;0.5026;50.26;""
RO;"RO";708;1956;1951;1;0;28;1248;2.7627;276.27;"OVER"
HU;"HU";706;3450;3444;0;0;0;2744;4.8867;488.67;"OVER"
SE;"SE";650;3716;3676;0;0;7;3066;5.7169;571.69;"OVER"
CR;"CR";623;534;534;0;0;12;-89;0.8571;85.71;""
IL;"IL";607;1233;1233;2;0;66;626;2.0313;203.13;"OVER"
SA;"SA";578;319;319;0;0;4;-259;0.5519;55.19;""
CU;"CU";566;221;221;0;0;29;-345;0.3905;39.05;""
CL;"CL";530;857;841;0;0;5;327;1.6170;161.70;""
KH;"KH";505;369;369;0;0;0;-136;0.7307;73.07;""
SG;"SG";490;592;592;0;0;35;102;1.2082;120.82;""
FI;"FI";444;5081;4994;0;0;0;4637;11.4437;1144.37;"OVER"
HK;"HK";432;421;421;0;0;0;-11;0.9745;97.45;""
DK;"DK";415;2408;2396;1;0;111;1993;5.8024;580.24;"OVER"
UA;"UA";399;1442;1442;0;0;52;1043;3.6140;361.40;"OVER"
LK;"LK";386;588;588;2;0;13;202;1.5233;152.33;""
PE;"PE";377;1384;1382;0;0;6;1007;3.6711;367.11;"OVER"
AD;"AD";347;92;92;0;0;0;-255;0.2651;26.51;""
JM;"JM";344;193;193;0;0;0;-151;0.5610;56.10;""
AL;"AL";307;718;718;0;0;8;411;2.3388;233.88;"OVER"
MT;"MT";294;156;156;0;0;7;-138;0.5306;53.06;""
TZ;"TZ";277;570;570;1;0;6;293;2.0578;205.78;"OVER"
JO;"JO";262;315;315;0;0;2;53;1.2023;120.23;""
MU;"MU";237;141;141;0;0;7;-96;0.5949;59.49;""
KE;"KE";233;478;478;0;0;0;245;2.0515;205.15;"OVER"
PA;"PA";232;193;193;0;0;2;-39;0.8319;83.19;""
RS;"RS";232;377;377;0;0;0;145;1.6250;162.50;""
MV;"MV";225;71;71;0;0;4;-154;0.3156;31.56;""
SK;"SK";219;792;792;0;0;0;573;3.6164;361.64;"OVER"
UY;"UY";215;231;231;0;0;1;16;1.0744;107.44;""
IS;"IS";212;504;498;0;0;34;292;2.3774;237.74;"OVER"
LV;"LV";199;565;565;0;0;0;366;2.8392;283.92;"OVER"
BH;"BH";193;65;65;0;0;0;-128;0.3368;33.68;""
VE;"VE";192;774;774;0;0;20;582;4.0313;403.13;"OVER"
SI;"SI";190;466;466;4;0;8;276;2.4526;245.26;"OVER"
IR;"IR";181;770;770;0;0;18;589;4.2541;425.41;"OVER"
PK;"PK";180;669;669;0;0;9;489;3.7167;371.67;"OVER"
LB;"LB";179;324;324;0;0;0;145;1.8101;181.01;""
PR;"PR";179;201;201;0;0;27;22;1.1229;112.29;""
MM;"MM";178;621;614;0;0;5;443;3.4888;348.88;"OVER"
QA;"QA";178;77;77;1;0;10;-101;0.4326;43.26;""
EE;"EE";169;522;522;0;0;0;353;3.0888;308.88;"OVER"
OM;"OM";169;156;156;0;0;2;-13;0.9231;92.31;""
LT;"LT";159;372;372;0;0;40;213;2.3396;233.96;"OVER"
SY;"SY";153;186;186;0;0;29;33;1.2157;121.57;""
AZ;"AZ";146;190;190;0;0;0;44;1.3014;130.14;""
BA;"BA";146;269;269;0;0;1;123;1.8425;184.25;""
DZ;"DZ";144;237;237;0;0;16;93;1.6458;164.58;""
NP;"NP";139;445;445;4;0;11;306;3.2014;320.14;"OVER"
ME;"ME";137;346;346;0;0;5;209;2.5255;252.55;"OVER"
NA;"NA";136;259;259;0;0;3;123;1.9044;190.44;""
MK;"MK";135;625;625;0;0;25;490;4.6296;462.96;"OVER"
BB;"BB";134;37;37;0;0;0;-97;0.2761;27.61;""
BS;"BS";134;140;140;0;0;24;6;1.0448;104.48;""
FJ;"FJ";116;111;111;0;0;0;-5;0.9569;95.69;""
KW;"KW";112;68;68;0;0;17;-44;0.6071;60.71;""
GT;"GT";108;344;344;0;0;6;236;3.1852;318.52;"OVER"
CV;"CV";104;150;150;0;0;8;46;1.4423;144.23;""
BZ;"BZ";100;278;278;0;0;60;178;2.7800;278.00;"OVER"
EC;"EC";97;450;450;0;0;30;353;4.6392;463.92;"OVER"
VI;"VI";95;58;58;0;0;6;-37;0.6105;61.05;""
SC;"SC";89;29;29;0;0;0;-60;0.3258;32.58;""
LC;"LC";88;49;49;0;0;8;-39;0.5568;55.68;""
LA;"LA";87;405;405;0;0;10;318;4.6552;465.52;"OVER"
LU;"LU";84;264;264;0;0;12;180;3.1429;314.29;"OVER"
SN;"SN";84;190;190;0;0;3;106;2.2619;226.19;"OVER"
PS;"PS";83;159;159;0;0;2;76;1.9157;191.57;""
PY;"PY";78;226;226;0;0;31;148;2.8974;289.74;"OVER"
AW;"AW";76;57;57;0;0;3;-19;0.7500;75.00;""
JE;"JE";75;15;15;0;0;0;-60;0.2000;20.00;""
KZ;"KZ";75;263;263;0;0;16;188;3.5067;350.67;"OVER"
MO;"MO";70;57;57;0;0;0;-13;0.8143;81.43;""
PF;"PF";70;37;37;0;0;0;-33;0.5286;52.86;""
CW;"CW";68;16;16;0;0;0;-52;0.2353;23.53;""
GE;"GE";68;621;621;0;0;15;553;9.1324;913.24;"OVER"
NG;"NG";68;1803;1803;1;0;56;1735;26.5147;2651.47;"OVER"
AG;"AG";66;13;13;0;0;0;-53;0.1970;19.70;""
HN;"HN";65;197;197;0;0;0;132;3.0308;303.08;"OVER"
TT;"TT";62;90;90;0;0;0;28;1.4516;145.16;""
SV;"SV";60;140;140;0;0;8;80;2.3333;233.33;"OVER"
TC;"TC";60;85;85;0;0;0;25;1.4167;141.67;""
ZW;"ZW";60;176;176;0;0;0;116;2.9333;293.33;"OVER"
AM;"AM";57;262;262;2;0;31;205;4.5965;459.65;"OVER"
BO;"BO";55;402;402;0;0;48;347;7.3091;730.91;"OVER"
MD;"MD";55;89;89;0;0;30;34;1.6182;161.82;""
MG;"MG";55;201;201;0;0;0;146;3.6545;365.45;"OVER"
BD;"BD";53;429;429;0;0;0;376;8.0943;809.43;"OVER"
CK;"CK";53;58;58;0;0;24;5;1.0943;109.43;""
MZ;"MZ";52;268;268;0;0;17;216;5.1538;515.38;"OVER"
RE;"RE";52;41;41;0;0;0;-11;0.7885;78.85;""
UZ;"UZ";52;289;289;0;0;0;237;5.5577;555.77;"OVER"
ZM;"ZM";52;162;162;0;0;7;110;3.1154;311.54;"OVER"
BY;"BY";51;193;193;0;0;0;142;3.7843;378.43;"OVER"
YE;"YE";51;41;41;0;0;17;-10;0.8039;80.39;""
GP;"GP";50;24;24;0;0;0;-26;0.4800;48.00;""
LY;"LY";50;72;72;0;0;0;22;1.4400;144.00;""
CD;"CD";49;115;115;0;0;2;66;2.3469;234.69;"OVER"
AO;"AO";48;205;205;0;0;1;157;4.2708;427.08;"OVER"
GU;"GU";48;44;44;0;0;5;-4;0.9167;91.67;""
GH;"GH";46;295;295;0;0;43;249;6.4130;641.30;"OVER"
NI;"NI";46;270;270;0;0;7;224;5.8696;586.96;"OVER"
SX;"Sint Maarten";43;0;0;0;0;0;-43;0.0000;0.00;"MISS, UNDER"
KY;"KY";41;55;55;0;0;20;14;1.3415;134.15;""
UG;"UG";38;294;294;0;0;0;256;7.7368;773.68;"OVER"
MQ;"MQ";35;47;47;0;0;0;12;1.3429;134.29;""
BM;"BM";34;29;29;0;0;0;-5;0.8529;85.29;""
FM;"FM";33;48;48;0;0;0;15;1.4545;145.45;""
GG;"GG";33;11;11;0;0;0;-22;0.3333;33.33;""
GD;"GD";32;30;30;0;0;8;-2;0.9375;93.75;""
GM;"GM";32;74;74;1;0;0;42;2.3125;231.25;"OVER"
NF;"NF";29;41;41;0;0;0;12;1.4138;141.38;""
XK;"XK";29;261;261;2;0;0;232;9.0000;900.00;"OVER"
BQ;"Bonaire";28;0;0;0;0;0;-28;0.0000;0.00;"MISS, UNDER"
VU;"VU";28;70;70;0;0;0;42;2.5000;250.00;"OVER"
KN;"KN";27;21;21;0;0;0;-6;0.7778;77.78;""
MF;"MF";27;52;52;0;0;0;25;1.9259;192.59;""
PG;"PG";27;176;176;0;0;0;149;6.5185;651.85;"OVER"
BN;"BN";26;69;69;0;0;0;43;2.6538;265.38;"OVER"
BW;"BW";26;140;140;0;0;3;114;5.3846;538.46;"OVER"
MP;"MP";26;14;14;0;0;0;-12;0.5385;53.85;""
NC;"NC";26;101;101;0;0;0;75;3.8846;388.46;"OVER"
HT;"HT";25;125;125;0;0;0;100;5.0000;500.00;"OVER"
MC;"MC";25;42;42;0;0;0;17;1.6800;168.00;""
WS;"WS";25;67;67;0;0;0;42;2.6800;268.00;"OVER"
VG;"VG";23;52;52;0;0;0;29;2.2609;226.09;"OVER"
MR;"MR";21;67;67;0;0;9;46;3.1905;319.05;"OVER"
MW;"MW";21;121;121;0;0;0;100;5.7619;576.19;"OVER"
AI;"AI";20;40;40;0;0;0;20;2.0000;200.00;""
SO;"SO";19;94;94;0;0;0;75;4.9474;494.74;"OVER"
TL;"TL";19;101;101;0;0;0;82;5.3158;531.58;"OVER"
CM;"CM";18;278;278;0;0;2;260;15.4444;1544.44;"OVER"
PW;"PW";18;50;50;0;0;0;32;2.7778;277.78;"OVER"
RW;"RW";18;160;160;0;0;0;142;8.8889;888.89;"OVER"
ET;"ET";16;362;362;2;0;55;346;22.6250;2262.50;"OVER"
GI;"GI";15;47;47;0;0;0;32;3.1333;313.33;"OVER"
IQ;"IQ";15;247;247;0;0;3;232;16.4667;1646.67;"OVER"
KG;"KG";15;160;160;0;0;5;145;10.6667;1066.67;"OVER"
CI;"CI";14;108;108;0;0;15;94;7.7143;771.43;"OVER"
TO;"TO";14;56;56;0;0;0;42;4.0000;400.00;"OVER"
IM;"IM";13;78;78;0;0;0;65;6.0000;600.00;"OVER"
MN;"MN";12;256;256;0;0;15;244;21.3333;2133.33;"OVER"
SZ;"SZ";12;24;24;0;0;3;12;2.0000;200.00;""
BL;"BL";11;2;2;0;0;0;-9;0.1818;18.18;""
SM;"SM";11;44;44;0;0;0;33;4.0000;400.00;"OVER"
SR;"SR";11;63;63;0;0;0;52;5.7273;572.73;"OVER"
BF;"BF";10;109;109;0;0;3;99;10.9000;1090.00;"OVER"
TG;"TG";10;58;58;0;0;0;48;5.8000;580.00;"OVER"
BJ;"BJ";9;78;78;0;0;2;69;8.6667;866.67;"OVER"
DM;"DM";9;34;34;0;0;11;25;3.7778;377.78;"OVER"
VC;"VC";8;16;16;0;0;0;8;2.0000;200.00;""
AF;"AF";7;208;208;0;0;2;201;29.7143;2971.43;"OVER"
GA;"GA";7;56;56;0;0;0;49;8.0000;800.00;"OVER"
LI;"LI";6;29;29;0;0;0;23;4.8333;483.33;"OVER"
ML;"ML";6;91;91;0;0;2;85;15.1667;1516.67;"OVER"
ST;"ST";6;19;19;0;0;0;13;3.1667;316.67;"OVER"
TD;"TD";6;66;66;0;0;0;60;11.0000;1100.00;"OVER"
CG;"CG";5;61;61;0;0;0;56;12.2000;1220.00;"OVER"
EH;"EH";5;13;13;0;0;7;8;2.6000;260.00;"OVER"
GF;"GF";5;59;59;0;0;29;54;11.8000;1180.00;"OVER"
GL;"GL";5;166;161;0;0;0;161;33.2000;3320.00;"OVER"
GN;"GN";5;32;32;0;0;0;27;6.4000;640.00;"OVER"
GQ;"GQ";5;28;28;0;0;0;23;5.6000;560.00;"OVER"
NU;"NU";5;34;34;0;0;0;29;6.8000;680.00;"OVER"
SD;"SD";5;232;232;0;0;7;227;46.4000;4640.00;"OVER"
BT;"BT";4;156;156;0;0;1;152;39.0000;3900.00;"OVER"
FO;"FO";4;93;86;0;0;17;89;23.2500;2325.00;"OVER"
GW;"GW";4;28;28;0;0;0;24;7.0000;700.00;"OVER"
GY;"GY";4;18;18;0;0;0;14;4.5000;450.00;"OVER"
MH;"MH";4;15;15;0;0;0;11;3.7500;375.00;"OVER"
NE;"NE";4;130;130;0;0;6;126;32.5000;3250.00;"OVER"
SS;"SS";4;20;20;0;0;0;16;5.0000;500.00;"OVER"
BI;"BI";3;77;77;0;0;0;74;25.6667;2566.67;"OVER"
DJ;"DJ";3;22;22;0;0;0;19;7.3333;733.33;"OVER"
KI;"KI";3;5;5;0;0;1;2;1.6667;166.67;""
LS;"LS";3;28;28;0;0;0;25;9.3333;933.33;"OVER"
SL;"SL";3;69;69;0;0;0;66;23.0000;2300.00;"OVER"
TJ;"TJ";3;130;130;0;0;0;127;43.3333;4333.33;"OVER"
AX;"AX";2;10;10;0;0;0;8;5.0000;500.00;"OVER"
CF;"CF";2;12;12;0;0;0;10;6.0000;600.00;"OVER"
NR;"NR";2;26;26;0;0;0;24;13.0000;1300.00;"OVER"
SJ;"Svalbard and Jan Mayen";2;0;0;0;0;0;-2;0.0000;0.00;"MISS, UNDER"
AS;"AS";1;13;13;0;0;0;12;13.0000;1300.00;"OVER"
ER;"ER";1;40;40;0;0;0;39;40.0000;4000.00;"OVER"
MS;"MS";1;34;34;0;0;0;33;34.0000;3400.00;"OVER"
TK;"Tokelau";1;0;0;0;0;0;-1;0.0000;0.00;"MISS, UNDER"
TV;"TV";1;1;1;0;0;0;0;1.0000;100.00;""
YT;"YT";1;5;5;0;0;0;4;5.0000;500.00;"OVER"
XX;"XX";0;49334;30863;1;0;1023;49334;NA;NA;"EXTRA"
TM;"TM";0;158;158;0;0;0;158;NA;NA;"EXTRA"
KP;"KP";0;146;146;0;0;0;146;NA;NA;"EXTRA"
KM;"KM";0;51;51;0;0;0;51;NA;NA;"EXTRA"
SB;"SB";0;40;40;0;0;5;40;NA;NA;"EXTRA"
LR;"LR";0;34;34;0;0;0;34;NA;NA;"EXTRA"
FK;"FK";0;33;33;0;0;0;33;NA;NA;"EXTRA"
CX;"CX";0;27;27;0;0;0;27;NA;NA;"EXTRA"
IO;"IO";0;12;12;0;0;0;12;NA;NA;"EXTRA"
PN;"PN";0;12;12;0;0;0;12;NA;NA;"EXTRA"
PM;"PM";0;10;10;0;0;0;10;NA;NA;"EXTRA"
WF;"WF";0;8;8;0;0;0;8;NA;NA;"EXTRA"
